"","scientific_name","taxa_data.kingdom.i.","taxa_data.class.i.","taxa_data.order.i.","RN","original","taxa_data.family.i.","taxa_data.taxonomicStatus.i.","genus","common"
"626","Charadrius bicinctus","Animalia","Aves","Charadriiformes","3193","Charadrius bicinctus","Charadriidae","accepted name","Charadrius","Animalia"
"627","Anarhynchus frontalis","Animalia","Aves","Charadriiformes","3193","Anarhynchus frontalis","Charadriidae","accepted name","Anarhynchus","Animalia"
"628","Arenaria interpres","Animalia","Aves","Charadriiformes","3193","Arenaria interpres","Scolopacidae","accepted name","Arenaria","Animalia"
"629","Calidris canutus","Animalia","Aves","Charadriiformes","3193","Calidris canutus","Scolopacidae","accepted name","Calidris","Animalia"
"630","Calidris melanotos","Animalia","Aves","Charadriiformes","3193","Calidris melanotos","Scolopacidae","accepted name","Calidris","Animalia"
"631","Limosa lapponica","Animalia","Aves","Charadriiformes","3193","Limosa lapponica","Scolopacidae","accepted name","Limosa","Animalia"
"632","Charadrius bicinctus","Animalia","Reptilia","Dinosauria","3193","Charadrius bicinctus","Not assigned","accepted name","Charadrius","Animalia"
"633","Pluvialis dominica","Animalia","Aves","Charadriiformes","3396","Pluvialis dominica","Charadriidae","accepted name","Pluvialis","Aves"
"634","Calidris fuscicollis","Animalia","Aves","Charadriiformes","3396","Calidris fuscicollis","Scolopacidae","accepted name","Calidris","Aves"
"635","Calidris alba","Animalia","Aves","Charadriiformes","3396","Calidris alba","Scolopacidae","accepted name","Calidris","Aves"
"636","Tryngites subruficollis","Animalia","Aves","Charadriiformes","3396","Tryngites subruficollis","Scolopacidae","accepted name","Tryngites","Aves"
"637","Phalaropus fulicarius","Animalia","Aves","Charadriiformes","3396","Phalaropus fulicarius","Scolopacidae","accepted name","Phalaropus","Aves"
"638","Calcarius lapponicus","Animalia","Aves","Passeriformes","3396","Calcarius lapponicus","Calcariidae","accepted name","Calcarius","Aves"
"639","Arenaria interpres","Animalia","Aves","Charadriiformes","3223","Arenaria interpres","Scolopacidae","accepted name","Arenaria","Scolopacidae"
"640","Calidris canutus","Animalia","Aves","Charadriiformes","3223","Calidris canutus","Scolopacidae","accepted name","Calidris","Scolopacidae"
"641","Catoptrophorus semipalmatus","Animalia","Aves","Charadriiformes","3223","Catoptrophorus semipalmatus","Scolopacidae","accepted name","Catoptrophorus","Scolopacidae"
"642","Numenius tahitiensis","Animalia","Aves","Charadriiformes","3095","Numenius tahitiensis","Scolopacidae","accepted name","Numenius","Numenius tahitiensis"
"643","Calidris canutus","Animalia","Aves","Charadriiformes","3078","Calidris canutus","Scolopacidae","accepted name","Calidris","Calidris canutus"
"644","Calidris pusilla","Animalia","Aves","Charadriiformes","3097","Calidris pusilla","Scolopacidae","accepted name","Calidris","Calidris pusilla"
"645","Tryngites subruficollis","Animalia","Aves","Charadriiformes","3090","Tryngites subruficollis","Scolopacidae","accepted name","Tryngites","Tryngites subruficollis"
"646","Limosa limosa","Animalia","Aves","Charadriiformes","1887","Limosa limosa","Scolopacidae","accepted name","Limosa","Limosa limosa"
"647","Gallinago media","Animalia","Aves","Charadriiformes","2033","Gallinago media","Scolopacidae","accepted name","Gallinago","Gallinago media"
"648","Stercorarius parasiticus","Animalia","Aves","Charadriiformes","3119","Stercorarius parasiticus","Stercorariidae","accepted name","Stercorarius","Animalia"
"649","Stercorarius skua","Animalia","Aves","Charadriiformes","3119","Stercorarius skua","Stercorariidae","accepted name","Stercorarius","Animalia"
"650","Ammodytes marinus","Animalia","Actinopterygii","Perciformes","3119","Ammodytes marinus","Ammodytidae","accepted name","Ammodytes","Animalia"
"651","Stercorarius parasiticus","Animalia","Aves","Charadriiformes","4407","Stercorarius parasiticus","Stercorariidae","accepted name","Stercorarius","Charadriiformes"
"652","Rissa tridactyla","Animalia","Aves","Charadriiformes","4407","Rissa tridactyla","Laridae","accepted name","Rissa","Charadriiformes"
"653","Sterna paradisaea","Animalia","Aves","Charadriiformes","4407","Sterna paradisaea","Laridae","accepted name","Sterna","Charadriiformes"
"654","Uria aalge","Animalia","Aves","Charadriiformes","4407","Uria aalge","Alcidae","accepted name","Uria","Charadriiformes"
"655","Fratercula arctica","Animalia","Aves","Charadriiformes","4407","Fratercula arctica","Alcidae","accepted name","Fratercula","Charadriiformes"
"656","Stercorarius skua","Animalia","Aves","Charadriiformes","4407","Stercorarius skua","Stercorariidae","accepted name","Stercorarius","Charadriiformes"
"657","Stercorarius parasiticus","Animalia","Aves","Charadriiformes","510","Stercorarius parasiticus","Stercorariidae","accepted name","Stercorarius","Stercorarius parasiticus"
"658","Rissa tridactyla","Animalia","Aves","Charadriiformes","4423","Rissa tridactyla","Laridae","accepted name","Rissa","Charadriiformes"
"659","Uria aalge","Animalia","Aves","Charadriiformes","4423","Uria aalge","Alcidae","accepted name","Uria","Charadriiformes"
"660","Rissa brevirostris","Animalia","Aves","Charadriiformes","4423","R. brevirostris","Laridae","accepted name","Rissa","Charadriiformes"
"661","Uria lomvia","Animalia","Aves","Charadriiformes","4423","U. lomvia","Alcidae","accepted name","Uria","Charadriiformes"
"662","Sterna dougallii","Animalia","Aves","Charadriiformes","1527","Sterna dougallii","Laridae","accepted name","Sterna","Sterna dougallii"
"663","Uria aalge","Animalia","Aves","Charadriiformes","1388","Uria aalge","Alcidae","accepted name","Uria","Animalia"
"664","Mallotus villosus","Animalia","Actinopterygii","Osmeriformes","1388","Mallotus villosus","Osmeridae","accepted name","Mallotus","Animalia"
"665","Gadus morhua","Animalia","Actinopterygii","Gadiformes","1388","Gadus morhua","Gadidae","accepted name","Gadus","Animalia"
"666","Uria aalge","Animalia","Aves","Charadriiformes","3393","Uria aalge","Alcidae","accepted name","Uria","Uria aalge"
"667","Uria aalge","Animalia","Aves","Charadriiformes","1900","Uria aalge","Alcidae","accepted name","Uria","Uria aalge"
"668","Cepphus columba","Animalia","Aves","Charadriiformes","1519","Cepphus columba","Alcidae","accepted name","Cepphus","Cepphus columba"
"669","Synthliboramphus wumizusume","Animalia","Aves","Charadriiformes","4466","Synthliboramphus wumizusume","Alcidae","accepted name","Synthliboramphus","Synthliboramphus wumizusume"
"670","Ptychoramphus aleuticus","Animalia","Aves","Charadriiformes","2075","Ptychoramphus aleuticus","Alcidae","accepted name","Ptychoramphus","Ptychoramphus aleuticus"
"671","Fratercula arctica","Animalia","Aves","Charadriiformes","4426","Fratercula arctica","Alcidae","accepted name","Fratercula","Charadriiformes"
"672","Stercorarius skua","Animalia","Aves","Charadriiformes","4426","Stercorarius skua","Stercorariidae","accepted name","Stercorarius","Charadriiformes"
"673","Pterocles namaqua","Animalia","Aves","Pteroclidiformes","1638","Pterocles namaqua","Pteroclididae","accepted name","Pterocles","Pterocles namaqua"
"674","Ectopistes migratorius","Animalia","Aves","Columbiformes","3833","Ectopistes migratorius","Columbidae","accepted name","Ectopistes","Aves"
"675","Emberiza aureola","Animalia","Aves","Passeriformes","3833","Emberiza aureola","Emberizidae","accepted name","Emberiza","Aves"
"676","Ptilinopus magnificus","Animalia","Aves","Columbiformes","1726","Ptilinopus magnificus","Columbidae","accepted name","Ptilinopus","Aves"
"677","Meliphaga lewinii","Animalia","Aves","Passeriformes","1726","Meliphaga lewinii","Meliphagidae","accepted name","Meliphaga","Aves"
"678","Sphecotheres viridis","Animalia","Aves","Passeriformes","1726","Sphecotheres viridis","Oriolidae","accepted name","Sphecotheres","Aves"
"679","Psittacus erithacus","Animalia","Aves","Psittaciformes","3784","Psittacus erithacus","Psittacidae","accepted name","Psittacus","Psittacus"
"680","Psittacus erithacus","Animalia","Aves","Psittaciformes","3784","P. erithacus","Psittacidae","accepted name","Psittacus","Psittacus"
"681","Poicephalus robustus","Animalia","Aves","Psittaciformes","3791","Poicephalus robustus","Psittacidae","accepted name","Poicephalus","Poicephalus robustus"
"682","Strix occidentalis","Animalia","Aves","Strigiformes","1392","Strix occidentalis","Strigidae","accepted name","Strix","Strix occidentalis"
"683","Athene cunicularia","Animalia","Aves","Strigiformes","4010","Athene cunicularia","Strigidae","accepted name","Athene","Athene cunicularia"
"684","Picoides pubescens","Animalia","Aves","Piciformes","3385","Picoides pubescens","Picidae","accepted name","Picoides","Aves"
"685","Sitta canadensis","Animalia","Aves","Passeriformes","3385","Sitta canadensis","Sittidae","accepted name","Sitta","Aves"
"686","Tyrannus tyrannus","Animalia","Aves","Passeriformes","706","Tyrannus tyrannus","Tyrannidae","accepted name","Tyrannus","Passeriformes"
"687","Sturnella neglecta","Animalia","Aves","Passeriformes","706","Sturnella neglecta","Icteridae","accepted name","Sturnella","Passeriformes"
"688","Agelaius phoeniceus","Animalia","Aves","Passeriformes","706","Agelaius phoeniceus","Icteridae","accepted name","Agelaius","Passeriformes"
"689","Molothrus ater","Animalia","Aves","Passeriformes","706","Molothrus ater","Icteridae","accepted name","Molothrus","Passeriformes"
"690","Calcarius ornatus","Animalia","Aves","Passeriformes","706","Calcarius ornatus","Calcariidae","accepted name","Calcarius","Passeriformes"
"691","Eremophila alpestris","Animalia","Aves","Passeriformes","706","Eremophila alpestris","Alaudidae","accepted name","Eremophila","Passeriformes"
"692","Agelaius phoeniceus","Animalia","Aves","Passeriformes","706","Agelaius phoeniceus","Emberizidae","accepted name","Agelaius","Passeriformes"
"693","Molothrus ater","Animalia","Aves","Passeriformes","706","Molothrus ater","Emberizidae","accepted name","Molothrus","Passeriformes"
"694","Anthus pratensis","Animalia","Aves","Passeriformes","1639","Anthus pratensis","Motacillidae","accepted name","Anthus","Passeriformes"
"695","Carpodacus erythrinus","Animalia","Aves","Passeriformes","1639","Carpodacus erythrinus","Fringillidae","accepted name","Carpodacus","Passeriformes"
"696","Acrocephalus scirpaceus","Animalia","Aves","Passeriformes","1639","Acrocephalus scirpaceus","Acrocephalidae","accepted name","Acrocephalus","Passeriformes"
"697","Hippolais icterina","Animalia","Aves","Passeriformes","1639","Hippolais icterina","Acrocephalidae","accepted name","Hippolais","Passeriformes"
"698","Muscicapa striata","Animalia","Aves","Passeriformes","1639","Muscicapa striata","Muscicapidae","accepted name","Muscicapa","Passeriformes"
"699","Phoenicurus phoenicurus","Animalia","Aves","Passeriformes","1639","Phoenicurus phoenicurus","Muscicapidae","accepted name","Phoenicurus","Passeriformes"
"700","Vermivora chrysoptera","Animalia","Aves","Passeriformes","2423","Vermivora chrysoptera","Parulidae","accepted name","Vermivora","Vermivora chrysoptera"
"701","Setophaga ruticilla","Animalia","Aves","Passeriformes","4004","Setophaga ruticilla","Parulidae","accepted name","Setophaga","Setophaga ruticilla"
"702","Fringilla montifringilla","Animalia","Aves","Passeriformes","964","Fringilla montifringilla","Fringillidae","accepted name","Fringilla","Passeriformes"
"703","Phylloscopus trochilus","Animalia","Aves","Passeriformes","964","Phylloscopus trochilus","Phylloscopidae","accepted name","Phylloscopus","Passeriformes"
"704","Hippolais icterina","Animalia","Aves","Passeriformes","964","Hippolais icterina","Acrocephalidae","accepted name","Hippolais","Passeriformes"
"705","Ammodramus henslowii","Animalia","Aves","Passeriformes","2052","Ammodramus henslowii","Emberizidae","accepted name","Ammodramus","Ammodramus henslowii"
"706","Passer domesticus","Animalia","Aves","Passeriformes","1361","Passer domesticus","Passeridae","accepted name","Passer","Passer domesticus"
"707","Ixoreus naevius","Animalia","Aves","Passeriformes","2917","Ixoreus naevius","Turdidae","accepted name","Ixoreus","Ixoreus naevius"
"708","Dendrocopos minor","Animalia","Aves","Piciformes","4013","Dendrocopos minor","Picidae","accepted name","Dendrocopos","Dendrocopos minor"
"709","Phoebastria immutabilis","Animalia","Aves","Procellariiformes","4128","Phoebastria immutabilis","Diomedeidae","accepted name","Phoebastria","Phoebastria immutabilis"
"710","Pluvialis fulva","Animalia","Aves","Charadriiformes","3113","Pluvialis fulva","Charadriidae","accepted name","Pluvialis","Pluvialis fulva"
"711","Buceros rhinoceros","Animalia","Aves","Bucerotiformes","2374","Buceros rhinoceros","Bucerotidae","accepted name","Buceros","Bucerotidae"
"712","Anorrhinus galeritus","Animalia","Aves","Bucerotiformes","2374","Anorrhinus galeritus","Bucerotidae","accepted name","Anorrhinus","Bucerotidae"
"713","Buceros bicornis","Animalia","Aves","Bucerotiformes","2374","B. bicornis","Bucerotidae","accepted name","Buceros","Bucerotidae"
"714","Aceros corrugatus","Animalia","Aves","Bucerotiformes","2374","A. corrugatus","Bucerotidae","accepted name","Aceros","Bucerotidae"
"715","Cacatua sulphurea","Animalia","Aves","Psittaciformes","170","Cacatua sulphurea","Psittacidae","accepted name","Cacatua","Cacatua sulphurea"
"716","Amazona tucumana","Animalia","Aves","Psittaciformes","1498","Amazona tucumana","Psittacidae","accepted name","Amazona","Amazona tucumana"
"717","Bubo bubo","Animalia","Aves","Strigiformes","2877","Bubo bubo","Strigidae","accepted name","Bubo","Bubo bubo"
"718","Aquila adalberti","Animalia","Aves","Accipitriformes","1891","Aquila adalberti","Accipitridae","accepted name","Aquila","Aquila adalberti"
"719","Cinclus pallasii","Animalia","Aves","Passeriformes","1671","Cinclus pallasii","Cinclidae","accepted name","Cinclus","Cinclus pallasii"
"720","Corvus albus","Animalia","Aves","Passeriformes","4214","Corvus albus","Corvidae","accepted name","Corvus","Animalia"
"721","Homopus signatus","Animalia","Reptilia","Testudines","4214","Homopus signatus","Testudinidae","accepted name","Homopus","Animalia"
"722","Corvus splendens","Animalia","Aves","Passeriformes","3937","Corvus splendens","Corvidae","accepted name","Corvus","Passeriformes"
"723","Acridotheres javanicus","Animalia","Aves","Passeriformes","3937","Acridotheres javanicus","Sturnidae","accepted name","Acridotheres","Passeriformes"
"724","Diomedea amsterdamensis","Animalia","Aves","Procellariiformes","1053","Diomedea amsterdamensis","Diomedeidae","accepted name","Diomedea","Diomedea amsterdamensis"
"725","Diomedea amsterdamensis","Animalia","Aves","Procellariiformes","2855","Diomedea amsterdamensis","Diomedeidae","accepted name","Diomedea","Diomedea amsterdamensis"
"726","Epthianura crocea","Animalia","Aves","Passeriformes","4140","Epthianura crocea","Meliphagidae","accepted name","Epthianura","Epthianura crocea"
"727","Eudyptes chrysocome","Animalia","Aves","Sphenisciformes","2594","Eudyptes chrysocome","Spheniscidae","accepted name","Eudyptes","Eudyptes chrysocome"
"728","Eudyptes chrysocome","Animalia","Aves","Sphenisciformes","3742","Eudyptes chrysocome","Spheniscidae","accepted name","Eudyptes","Eudyptes chrysocome"
"729","Ficedula hypoleuca","Animalia","Aves","Passeriformes","4261","Ficedula hypoleuca","Muscicapidae","accepted name","Ficedula","Ficedula hypoleuca"
"730","Gallirallus philippensis","Animalia","Aves","Gruiformes","4038","Gallirallus philippensis","Rallidae","accepted name","Gallirallus","Gallirallus philippensis"
"731","Petroica australis","Animalia","Aves","Passeriformes","1357","Petroica australis","Petroicidae","accepted name","Petroica","Petroica australis"
"732","Stercorarius maccormicki","Animalia","Aves","Charadriiformes","4431","Stercorarius maccormicki","Stercorariidae","accepted name","Stercorarius","Stercorarius maccormicki"
"733","Patagioenas leucocephala","Animalia","Aves","Columbiformes","2861","Patagioenas leucocephala","Columbidae","accepted name","Patagioenas","Patagioenas leucocephala"
"734","Puffinus mauretanicus","Animalia","Aves","Procellariiformes","1669","Puffinus mauretanicus","Procellariidae","accepted name","Puffinus","Puffinus mauretanicus"
"735","Charadrius nivosus","Animalia","Aves","Charadriiformes","4135","Charadrius nivosus","Charadriidae","accepted name","Charadrius","Charadrius nivosus"
"736","Chroicocephalus genei","Animalia","Aves","Charadriiformes","4376","Chroicocephalus genei","Laridae","accepted name","Chroicocephalus","Chroicocephalus genei"
"737","Sternula albifrons","Animalia","Aves","Charadriiformes","4383","Sternula albifrons","Laridae","accepted name","Sternula","Sternula albifrons"
"738","Sternula nereis","Animalia","Aves","Charadriiformes","4039","Sternula nereis","Laridae","accepted name","Sternula","Sternula nereis"
"739","Varanus niloticus","Animalia","Reptilia","Squamata","4205","Varanus niloticus","Varanidae","accepted name","Varanus","Reptilia"
"740","Crocodylus niloticus","Animalia","Reptilia","Crocodylia","4205","Crocodylus niloticus","Crocodylidae","accepted name","Crocodylus","Reptilia"
"741","Crocodylus niloticus","Animalia","Reptilia","Crocodylia","4205","C. niloticus","Crocodylidae","accepted name","Crocodylus","Reptilia"
"742","Vipera aspis","Animalia","Reptilia","Squamata","2241","Vipera aspis","Viperidae","accepted name","Vipera","Vipera"
"743","Vipera aspis","Animalia","Reptilia","Squamata","2241","V. aspis","Viperidae","accepted name","Vipera","Vipera"
"744","Zootoca vivipara","Animalia","Reptilia","Squamata","3650","Zootoca vivipara","Lacertidae","accepted name","Zootoca","Lacertidae"
"745","Lacerta agilis","Animalia","Reptilia","Squamata","3650","Lacerta agilis","Lacertidae","accepted name","Lacerta","Lacertidae"
"746","Lacerta bilineata","Animalia","Reptilia","Squamata","3650","Lacerta bilineata","Lacertidae","accepted name","Lacerta","Lacertidae"
"747","Podarcis muralis","Animalia","Reptilia","Squamata","3650","Podarcis muralis","Lacertidae","accepted name","Podarcis","Lacertidae"
"748","Podarcis muralis","Animalia","Reptilia","Squamata","3650","P. muralis","Lacertidae","accepted name","Podarcis","Lacertidae"
"749","Lacerta bilineata","Animalia","Reptilia","Squamata","3650","L. bilineata","Lacertidae","accepted name","Lacerta","Lacertidae"
"750","Zootoca vivipara","Animalia","Reptilia","Squamata","3650","Z. vivipara","Lacertidae","accepted name","Zootoca","Lacertidae"
"751","Caretta caretta","Animalia","Reptilia","Testudines","1531","Caretta caretta","Cheloniidae","accepted name","Caretta","Cheloniidae"
"752","Chelonia mydas","Animalia","Reptilia","Testudines","1531","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Cheloniidae"
"753","Caretta caretta","Animalia","Reptilia","Testudines","1473","Caretta caretta","Cheloniidae","accepted name","Caretta","Cheloniidae"
"754","Chelonia mydas","Animalia","Reptilia","Testudines","1473","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Cheloniidae"
"755","Caretta caretta","Animalia","Reptilia","Testudines","1473","C. caretta","Cheloniidae","accepted name","Caretta","Cheloniidae"
"756","Chelonia mydas","Animalia","Reptilia","Testudines","1473","C. mydas","Cheloniidae","accepted name","Chelonia","Cheloniidae"
"757","Caretta caretta","Animalia","Reptilia","Testudines","1666","Caretta caretta","Cheloniidae","accepted name","Caretta","Cheloniidae"
"758","Chelonia mydas","Animalia","Reptilia","Testudines","1666","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Cheloniidae"
"759","Caretta caretta","Animalia","Reptilia","Testudines","2055","Caretta caretta","Cheloniidae","accepted name","Caretta","Caretta caretta"
"760","Caretta caretta","Animalia","Reptilia","Testudines","1729","Caretta caretta","Cheloniidae","accepted name","Caretta","Caretta caretta"
"761","Caretta caretta","Animalia","Reptilia","Testudines","3678","Caretta caretta","Cheloniidae","accepted name","Caretta","Caretta"
"762","Caretta caretta","Animalia","Reptilia","Testudines","3678","C. caretta","Cheloniidae","accepted name","Caretta","Caretta"
"763","Caretta caretta","Animalia","Reptilia","Testudines","3049","Caretta caretta","Cheloniidae","accepted name","Caretta","Cheloniidae"
"764","Chelonia mydas","Animalia","Reptilia","Testudines","3049","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Cheloniidae"
"765","Lepidochelys kempii","Animalia","Reptilia","Testudines","3049","Lepidochelys kempii","Cheloniidae","accepted name","Lepidochelys","Cheloniidae"
"766","Caretta caretta","Animalia","Reptilia","Testudines","1346","Caretta caretta","Cheloniidae","accepted name","Caretta","Testudines"
"767","Chelonia mydas","Animalia","Reptilia","Testudines","1346","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Testudines"
"768","Dermochelys coriacea","Animalia","Reptilia","Testudines","1346","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Testudines"
"769","Lepidochelys olivacea","Animalia","Reptilia","Testudines","1346","Lepidochelys olivacea","Cheloniidae","accepted name","Lepidochelys","Testudines"
"770","Anolis stratulus","Animalia","Reptilia","Squamata","4252","Anolis stratulus","Dactyloidae","accepted name","Anolis","Anolis"
"771","Anolis gundlachi","Animalia","Reptilia","Squamata","4252","A. gundlachi","Dactyloidae","accepted name","Anolis","Anolis"
"772","Anolis stratulus","Animalia","Reptilia","Squamata","4252","A. stratulus","Dactyloidae","accepted name","Anolis","Anolis"
"773","Boa constrictor","Animalia","Reptilia","Squamata","3043","Boa constrictor","Boidae","accepted name","Boa","Boa constrictor"
"774","Chelonia mydas","Animalia","Reptilia","Testudines","1747","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Chelonia mydas"
"775","Chelonia mydas","Animalia","Reptilia","Testudines","2805","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Chelonia mydas"
"776","Chelonia mydas","Animalia","Reptilia","Testudines","1909","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Chelonia mydas"
"777","Chelonia mydas","Animalia","Reptilia","Testudines","4338","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Chelonia mydas"
"778","Chelonia mydas","Animalia","Reptilia","Testudines","1674","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Testudines"
"779","Dermochelys coriacea","Animalia","Reptilia","Testudines","1674","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Testudines"
"780","Eretmochelys imbricata","Animalia","Reptilia","Testudines","1674","Eretmochelys imbricata","Cheloniidae","accepted name","Eretmochelys","Testudines"
"781","Chelonia mydas","Animalia","Reptilia","Testudines","2952","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Testudines"
"782","Dermochelys coriacea","Animalia","Reptilia","Testudines","2952","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Testudines"
"783","Eretmochelys imbricata","Animalia","Reptilia","Testudines","2952","Eretmochelys imbricata","Cheloniidae","accepted name","Eretmochelys","Testudines"
"784","Chelonia mydas","Animalia","Reptilia","Testudines","3828","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Chelonia mydas"
"785","Chelonia mydas","Animalia","Reptilia","Testudines","674","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Chelonia mydas"
"786","Chelydra serpentina","Animalia","Reptilia","Testudines","1930","Chelydra serpentina","Chelydridae","accepted name","Chelydra","Chelydra serpentina"
"787","Chelydra serpentina","Animalia","Reptilia","Testudines","4277","Chelydra serpentina","Chelydridae","accepted name","Chelydra","Chelydra serpentina"
"788","Chlamydosaurus kingii","Animalia","Reptilia","Squamata","3644","Chlamydosaurus kingii","Agamidae","accepted name","Chlamydosaurus","Chlamydosaurus kingii"
"789","Chrysemys picta","Animalia","Reptilia","Testudines","2362","Chrysemys picta","Emydidae","accepted name","Chrysemys","Emydidae"
"790","Clemmys guttata","Animalia","Reptilia","Testudines","2362","Clemmys guttata","Emydidae","accepted name","Clemmys","Emydidae"
"791","Chrysemys picta","Animalia","Reptilia","Testudines","2025","Chrysemys picta","Emydidae","accepted name","Chrysemys","Emydidae"
"792","Graptemys geographica","Animalia","Reptilia","Testudines","2025","Graptemys geographica","Emydidae","accepted name","Graptemys","Emydidae"
"793","Trachemys scripta","Animalia","Reptilia","Testudines","2025","Trachemys scripta","Emydidae","accepted name","Trachemys","Emydidae"
"794","Chrysemys picta","Animalia","Reptilia","Testudines","2025","C. picta","Emydidae","accepted name","Chrysemys","Emydidae"
"795","Clemmys guttata","Animalia","Reptilia","Testudines","944","Clemmys guttata","Emydidae","accepted name","Clemmys","Clemmys guttata"
"796","Anolis grahami","Animalia","Reptilia","Squamata","3972","Anolis grahami","Dactyloidae","accepted name","Anolis","Anolis"
"797","Anolis sagrei","Animalia","Reptilia","Squamata","3972","Anolis sagrei","Dactyloidae","accepted name","Anolis","Anolis"
"798","Anolis sagrei","Animalia","Reptilia","Squamata","3972","A. sagrei","Dactyloidae","accepted name","Anolis","Anolis"
"799","Anolis lineatopus","Animalia","Reptilia","Squamata","3972","A. lineatopus","Dactyloidae","accepted name","Anolis","Anolis"
"800","Crocodylus acutus","Animalia","Reptilia","Crocodylia","1932","Crocodylus acutus","Crocodylidae","accepted name","Crocodylus","Crocodylus"
"801","Crocodylus acutus","Animalia","Reptilia","Crocodylia","1932","C. acutus","Crocodylidae","accepted name","Crocodylus","Crocodylus"
"802","Crocodylus niloticus","Animalia","Reptilia","Crocodylia","3681","Crocodylus niloticus","Crocodylidae","accepted name","Crocodylus","Crocodylus niloticus"
"803","Crocodylus porosus","Animalia","Reptilia","Crocodylia","3689","Crocodylus porosus","Crocodylidae","accepted name","Crocodylus","Crocodylus porosus"
"804","Crocodylus porosus","Animalia","Reptilia","Crocodylia","3863","Crocodylus porosus","Crocodylidae","accepted name","Crocodylus","Crocodylus porosus"
"805","Crotalus pricei","Animalia","Reptilia","Squamata","3057","Crotalus pricei","Viperidae","accepted name","Crotalus","Crotalus pricei"
"806","Ctenophorus nuchalis","Animalia","Reptilia","Squamata","4520","Ctenophorus nuchalis","Agamidae","accepted name","Ctenophorus","Ctenophorus"
"807","Ctenophorus isolepis","Animalia","Reptilia","Squamata","4520","C. isolepis","Agamidae","accepted name","Ctenophorus","Ctenophorus"
"808","Dermochelys coriacea","Animalia","Reptilia","Testudines","2093","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Dermochelys coriacea"
"809","Dermochelys coriacea","Animalia","Reptilia","Testudines","2019","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Dermochelys coriacea"
"810","Dermochelys coriacea","Animalia","Reptilia","Testudines","4021","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Testudines"
"811","Lepidochelys olivacea","Animalia","Reptilia","Testudines","4021","Lepidochelys olivacea","Cheloniidae","accepted name","Lepidochelys","Testudines"
"812","Dermochelys coriacea","Animalia","Reptilia","Testudines","3232","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Dermochelys coriacea"
"813","Dermochelys coriacea","Animalia","Reptilia","Testudines","1915","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Dermochelys coriacea"
"814","Dermochelys coriacea","Animalia","Reptilia","Testudines","2956","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Dermochelys coriacea"
"815","Graptemys flavimaculata","Animalia","Reptilia","Testudines","3060","Graptemys flavimaculata","Emydidae","accepted name","Graptemys","Graptemys"
"816","Graptemys gibbonsi","Animalia","Reptilia","Testudines","3060","Graptemys gibbonsi","Emydidae","accepted name","Graptemys","Graptemys"
"817","Graptemys gibbonsi","Animalia","Reptilia","Testudines","3060","G. gibbonsi","Emydidae","accepted name","Graptemys","Graptemys"
"818","Graptemys flavimaculata","Animalia","Reptilia","Testudines","3060","G. flavimaculata","Emydidae","accepted name","Graptemys","Graptemys"
"819","Graptemys geographica","Animalia","Reptilia","Testudines","3059","Graptemys geographica","Emydidae","accepted name","Graptemys","Graptemys"
"820","Graptemys geographica","Animalia","Reptilia","Testudines","3059","G. geographica","Emydidae","accepted name","Graptemys","Graptemys"
"821","Drymarchon couperi","Animalia","Reptilia","Squamata","3058","Drymarchon couperi","Colubridae","accepted name","Drymarchon","Drymarchon couperi"
"822","Emydocephalus annulatus","Animalia","Reptilia","Squamata","2983","Emydocephalus annulatus","Elapidae","accepted name","Emydocephalus","Emydocephalus annulatus"
"823","Eretmochelys imbricata","Animalia","Reptilia","Testudines","1545","Eretmochelys imbricata","Cheloniidae","accepted name","Eretmochelys","Eretmochelys imbricata"
"824","Eretmochelys imbricata","Animalia","Reptilia","Testudines","2813","Eretmochelys imbricata","Cheloniidae","accepted name","Eretmochelys","Eretmochelys imbricata"
"825","Gavialis gangeticus","Animalia","Reptilia","Crocodylia","4246","Gavialis gangeticus","Gavialidae","accepted name","Gavialis","Gavialis gangeticus"
"826","Gerrhosaurus skoogi","Animalia","Reptilia","Squamata","3651","Gerrhosaurus skoogi","Gerrhosauridae","accepted name","Gerrhosaurus","Squamata"
