"","scientific_name","taxa_data.kingdom.i.","taxa_data.class.i.","taxa_data.order.i.","RN","original","taxa_data.family.i.","taxa_data.taxonomicStatus.i.","genus","common"
"862","Coregonus hoyi","Animalia","Actinopterygii","Salmoniformes","930","Coregonus hoyi","Salmonidae","accepted name","Coregonus","Actinopterygii"
"863","Oncorhynchus mykiss","Animalia","Actinopterygii","Salmoniformes","930","O. mykiss","Salmonidae","accepted name","Oncorhynchus","Actinopterygii"
"864","Salmo macrostigma","Animalia","Actinopterygii","Salmoniformes","930","Salmo trutta","Salmonidae","accepted name","Salmo","Actinopterygii"
"865","Salvelinus malma","Animalia","Actinopterygii","Salmoniformes","930","Salvelinus namaycush","Salmonidae","accepted name","Salvelinus","Actinopterygii"
"866","Salmo pallaryi","Animalia","Actinopterygii","Salmoniformes","930","Salmo trutta","Salmonidae","accepted name","Salmo","Actinopterygii"
"867","Salmo trutta","Animalia","Actinopterygii","Salmoniformes","1401","Salmo trutta","Salmonidae","accepted name","Salmo","Actinopterygii"
"868","Rhinichthys atratulus","Animalia","Actinopterygii","Cypriniformes","1401","Rhinichthys atratulus","Cyprinidae","accepted name","Rhinichthys","Actinopterygii"
"869","Rhinichthys cataractae","Animalia","Actinopterygii","Cypriniformes","1401","Rhinichthys cataractae","Cyprinidae","accepted name","Rhinichthys","Actinopterygii"
"870","Cottus cognatus","Animalia","Actinopterygii","Scorpaeniformes","1401","Cottus cognatus","Cottidae","accepted name","Cottus","Actinopterygii"
"871","Salmo macrostigma","Animalia","Actinopterygii","Salmoniformes","1401","Salmo trutta","Salmonidae","accepted name","Salmo","Actinopterygii"
"872","Catostomus commersonii","Animalia","Actinopterygii","Cypriniformes","1401","Catostomus commersoni","Catostomidae","accepted name","Catostomus","Actinopterygii"
"873","Salmo pallaryi","Animalia","Actinopterygii","Salmoniformes","1401","Salmo trutta","Salmonidae","accepted name","Salmo","Actinopterygii"
"874","Salmo trutta","Animalia","Actinopterygii","Salmoniformes","1912","Salmo trutta","Salmonidae","accepted name","Salmo","Salmo"
"875","Salmo macrostigma","Animalia","Actinopterygii","Salmoniformes","1912","Salmo trutta","Salmonidae","accepted name","Salmo","Salmo"
"876","Salmo pallaryi","Animalia","Actinopterygii","Salmoniformes","1912","Salmo trutta","Salmonidae","accepted name","Salmo","Salmo"
"877","Salmo trutta","Animalia","Actinopterygii","Salmoniformes","4576","Salmo trutta","Salmonidae","accepted name","Salmo","Salmonidae"
"878","Oncorhynchus clarkii","Animalia","Actinopterygii","Salmoniformes","4576","Oncorhynchus clarkii","Salmonidae","accepted name","Oncorhynchus","Salmonidae"
"879","Salmo macrostigma","Animalia","Actinopterygii","Salmoniformes","4576","Salmo trutta","Salmonidae","accepted name","Salmo","Salmonidae"
"880","Salmo pallaryi","Animalia","Actinopterygii","Salmoniformes","4576","Salmo trutta","Salmonidae","accepted name","Salmo","Salmonidae"
"881","Coryphaena hippurus","Animalia","Actinopterygii","Perciformes","3910","Coryphaena hippurus","Coryphaenidae","accepted name","Coryphaena","Actinopterygii"
"882","Hirundichthys affinis","Animalia","Actinopterygii","Beloniformes","3910","Hirundichthys affinis","Exocoetidae","accepted name","Hirundichthys","Actinopterygii"
"883","Coryphaena hippurus","Animalia","Actinopterygii","Perciformes","3910","C. hippurus","Coryphaenidae","accepted name","Coryphaena","Actinopterygii"
"884","Hirundichthys oxycephalus","Animalia","Actinopterygii","Beloniformes","3910","Hirundichthys affinis","Exocoetidae","accepted name","Hirundichthys","Actinopterygii"
"885","Eucinostomus argenteus","Animalia","Actinopterygii","Perciformes","3944","Eucinostomus argenteus","Gerreidae","accepted name","Eucinostomus","Actinopterygii"
"886","Mugil liza","Animalia","Actinopterygii","Mugiliformes","3944","Mugil liza","Mugilidae","accepted name","Mugil","Actinopterygii"
"887","Diapterus rhombeus","Animalia","Actinopterygii","Perciformes","3944","Diapterus rhombeus","Gerreidae","accepted name","Diapterus","Actinopterygii"
"888","Harengula clupeola","Animalia","Actinopterygii","Clupeiformes","3944","Harengula clupeola","Clupeidae","accepted name","Harengula","Actinopterygii"
"889","Sphoeroides testudineus","Animalia","Actinopterygii","Tetraodontiformes","3944","Sphoeroides testudineus","Tetraodontidae","accepted name","Sphoeroides","Actinopterygii"
"890","Ulaema lefroyi","Animalia","Actinopterygii","Perciformes","3944","Ulaema lefroyi","Gerreidae","accepted name","Ulaema","Actinopterygii"
"891","Atherinella brasiliensis","Animalia","Actinopterygii","Atheriniformes","3944","Atherinella brasiliensis","Atherinopsidae","accepted name","Atherinella","Actinopterygii"
"892","Oreochromis mossambicus","Animalia","Actinopterygii","Perciformes","3627","Oreochromis mossambicus","Cichlidae","accepted name","Oreochromis","Perciformes"
"893","Ambassis ambassis","Animalia","Actinopterygii","Perciformes","3627","Ambassis ambassis","Ambassidae","accepted name","Ambassis","Perciformes"
"894","Ambassis gymnocephalus","Animalia","Actinopterygii","Perciformes","3627","Ambassis ambassis","Ambassidae","accepted name","Ambassis","Perciformes"
"895","Anchoa mitchilli","Animalia","Actinopterygii","Clupeiformes","1467","Anchoa mitchilli","Engraulidae","accepted name","Anchoa","Anchoa mitchilli"
"896","Bagre marinus","Animalia","Actinopterygii","Siluriformes","4575","Bagre marinus","Ariidae","accepted name","Bagre","Actinopterygii"
"897","Centropomus undecimalis","Animalia","Actinopterygii","Perciformes","4575","Centropomus undecimalis","Centropomidae","accepted name","Centropomus","Actinopterygii"
"898","Carcharhinus amblyrhynchos","Animalia","Elasmobranchii","Carcharhiniformes","4552","Carcharhinus amblyrhynchos","Carcharhinidae","accepted name","Carcharhinus","Carcharhinus amblyrhynchos"
"899","Carcharhinus amboinensis","Animalia","Elasmobranchii","Carcharhiniformes","3516","Carcharhinus amboinensis","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"900","Carcharhinus leucas","Animalia","Elasmobranchii","Carcharhiniformes","3516","Carcharhinus leucas","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"901","Carcharhinus obscurus","Animalia","Elasmobranchii","Carcharhiniformes","3516","Carcharhinus obscurus","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"902","Carcharodon carcharias","Animalia","Elasmobranchii","Lamniformes","3516","Carcharodon carcharias","Lamnidae","accepted name","Carcharodon","Elasmobranchii"
"903","Sphyrna lewini","Animalia","Elasmobranchii","Carcharhiniformes","3516","Sphyrna lewini","Sphyrnidae","accepted name","Sphyrna","Elasmobranchii"
"904","Carcharias taurus","Animalia","Elasmobranchii","Lamniformes","3516","Carcharias taurus","Odontaspididae","accepted name","Carcharias","Elasmobranchii"
"905","Carcharhinus altimus","Animalia","Elasmobranchii","Carcharhiniformes","3516","Carcharhinus obscurus","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"906","Carcharhinus amboinensis","Animalia","Elasmobranchii","Carcharhiniformes","3516","Carcharhinus leucas","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"907","Carcharhinus leucas","Animalia","Elasmobranchii","Carcharhiniformes","3516","Carcharhinus amboinensis","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"908","Odontaspis ferox","Animalia","Elasmobranchii","Lamniformes","3516","Carcharias taurus","Odontaspididae","accepted name","Odontaspis","Elasmobranchii"
"909","Sphyrna mokarran","Animalia","Elasmobranchii","Carcharhiniformes","3516","Sphyrna lewini","Sphyrnidae","accepted name","Sphyrna","Elasmobranchii"
"910","Sphyrna zygaena","Animalia","Elasmobranchii","Carcharhiniformes","3516","Sphyrna lewini","Sphyrnidae","accepted name","Sphyrna","Elasmobranchii"
"911","Carcharhinus amblyrhynchoides","Animalia","Elasmobranchii","Carcharhiniformes","3516","C. limbatus","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"912","Carcharhinus limbatus","Animalia","Elasmobranchii","Carcharhiniformes","3516","C. limbatus","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"913","Sphyrna lewini","Animalia","Elasmobranchii","Carcharhiniformes","3516","S. mokarran","Sphyrnidae","accepted name","Sphyrna","Elasmobranchii"
"914","Carcharhinus leucas","Animalia","Elasmobranchii","Carcharhiniformes","4136","Carcharhinus leucas","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"915","Carcharhinus longimanus","Animalia","Elasmobranchii","Carcharhiniformes","4136","Carcharhinus longimanus","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"916","Galeocerdo cuvier","Animalia","Elasmobranchii","Carcharhiniformes","4136","Galeocerdo cuvier","Carcharhinidae","accepted name","Galeocerdo","Elasmobranchii"
"917","Carcharhinus falciformis","Animalia","Elasmobranchii","Carcharhiniformes","4136","Carcharhinus falciformis","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"918","Prionace glauca","Animalia","Elasmobranchii","Carcharhiniformes","4136","Prionace glauca","Carcharhinidae","accepted name","Prionace","Elasmobranchii"
"919","Sphyrna mokarran","Animalia","Elasmobranchii","Carcharhiniformes","4136","Sphyrna mokarran","Sphyrnidae","accepted name","Sphyrna","Elasmobranchii"
"920","Isurus paucus","Animalia","Elasmobranchii","Lamniformes","4136","Isurus paucus","Lamnidae","accepted name","Isurus","Elasmobranchii"
"921","Carcharhinus perezii","Animalia","Elasmobranchii","Carcharhiniformes","4136","Carcharhinus perezii","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"922","Isurus oxyrinchus","Animalia","Elasmobranchii","Lamniformes","4136","Isurus oxyrinchus","Lamnidae","accepted name","Isurus","Elasmobranchii"
"923","Carcharhinus falciformis","Animalia","Elasmobranchii","Carcharhiniformes","4136","C. falciformis","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"924","Carcharhinus albimarginatus","Animalia","Elasmobranchii","Carcharhiniformes","4136","Carcharhinus longimanus","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"925","Carcharhinus amboinensis","Animalia","Elasmobranchii","Carcharhiniformes","4136","Carcharhinus leucas","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"926","Sphyrna lewini","Animalia","Elasmobranchii","Carcharhiniformes","4136","Sphyrna mokarran","Sphyrnidae","accepted name","Sphyrna","Elasmobranchii"
"927","Sphyrna zygaena","Animalia","Elasmobranchii","Carcharhiniformes","4136","Sphyrna mokarran","Sphyrnidae","accepted name","Sphyrna","Elasmobranchii"
"928","Isurus paucus","Animalia","Elasmobranchii","Lamniformes","4136","Isurus oxyrinchus","Lamnidae","accepted name","Isurus","Elasmobranchii"
"929","Isurus oxyrinchus","Animalia","Elasmobranchii","Lamniformes","4136","Isurus paucus","Lamnidae","accepted name","Isurus","Elasmobranchii"
"930","Carcharhinus albimarginatus","Animalia","Elasmobranchii","Carcharhiniformes","4136","C. longimanus","Carcharhinidae","accepted name","Carcharhinus","Elasmobranchii"
"931","Carcharhinus longimanus","Animalia","Elasmobranchii","Carcharhiniformes","4148","Carcharhinus longimanus","Carcharhinidae","accepted name","Carcharhinus","Animalia"
"932","Istiophorus platypterus","Animalia","Actinopterygii","Perciformes","4148","Istiophorus platypterus","Istiophoridae","accepted name","Istiophorus","Animalia"
"933","Katsuwonus pelamis","Animalia","Actinopterygii","Perciformes","4148","Katsuwonus pelamis","Scombridae","accepted name","Katsuwonus","Animalia"
"934","Prionace glauca","Animalia","Elasmobranchii","Carcharhiniformes","4148","Prionace glauca","Carcharhinidae","accepted name","Prionace","Animalia"
"935","Alopias superciliosus","Animalia","Elasmobranchii","Lamniformes","4148","Alopias superciliosus","Alopiidae","accepted name","Alopias","Animalia"
"936","Xiphias gladius","Animalia","Actinopterygii","Perciformes","4148","Xiphias gladius","Xiphiidae","accepted name","Xiphias","Animalia"
"937","Isurus oxyrinchus","Animalia","Elasmobranchii","Lamniformes","4148","Isurus oxyrinchus","Lamnidae","accepted name","Isurus","Animalia"
"938","Carcharhinus albimarginatus","Animalia","Elasmobranchii","Carcharhiniformes","4148","Carcharhinus longimanus","Carcharhinidae","accepted name","Carcharhinus","Animalia"
"939","Galeocerdo cuvier","Animalia","Elasmobranchii","Carcharhiniformes","4148","Galeocerdo cuvieri","Carcharhinidae","accepted name","Galeocerdo","Animalia"
"940","Istiophorus albicans","Animalia","Actinopterygii","Perciformes","4148","Istiophorus platypterus","Istiophoridae","accepted name","Istiophorus","Animalia"
"941","Alopias vulpinus","Animalia","Elasmobranchii","Lamniformes","4148","Alopias superciliosus","Alopiidae","accepted name","Alopias","Animalia"
"942","Isurus paucus","Animalia","Elasmobranchii","Lamniformes","4148","Isurus oxyrinchus","Lamnidae","accepted name","Isurus","Animalia"
"943","Alopias pelagicus","Animalia","Elasmobranchii","Lamniformes","4148","Alopias superciliosus","Alopiidae","accepted name","Alopias","Animalia"
"944","Carcharhinus longimanus","Animalia","Elasmobranchii","Carcharhiniformes","4189","Carcharhinus longimanus","Carcharhinidae","accepted name","Carcharhinus","Carcharhinidae"
"945","Carcharhinus falciformis","Animalia","Elasmobranchii","Carcharhiniformes","4189","Carcharhinus falciformis","Carcharhinidae","accepted name","Carcharhinus","Carcharhinidae"
"946","Prionace glauca","Animalia","Elasmobranchii","Carcharhiniformes","4189","Prionace glauca","Carcharhinidae","accepted name","Prionace","Carcharhinidae"
"947","Carcharhinus albimarginatus","Animalia","Elasmobranchii","Carcharhiniformes","4189","Carcharhinus longimanus","Carcharhinidae","accepted name","Carcharhinus","Carcharhinidae"
"948","Carcharhinus melanopterus","Animalia","Elasmobranchii","Carcharhiniformes","3501","Carcharhinus melanopterus","Carcharhinidae","accepted name","Carcharhinus","Carcharhinus"
"949","Carcharhinus amblyrhynchos","Animalia","Elasmobranchii","Carcharhiniformes","3501","Carcharhinus melanopterus","Carcharhinidae","accepted name","Carcharhinus","Carcharhinus"
"950","Carcharhinus limbatus","Animalia","Elasmobranchii","Carcharhiniformes","3501","Carcharhinus melanopterus","Carcharhinidae","accepted name","Carcharhinus","Carcharhinus"
"951","Carcharhinus cautus","Animalia","Elasmobranchii","Carcharhiniformes","3501","Carcharhinus melanopterus","Carcharhinidae","accepted name","Carcharhinus","Carcharhinus"
"952","Carcharhinus amblyrhynchos","Animalia","Elasmobranchii","Carcharhiniformes","3501","C. melanopterus","Carcharhinidae","accepted name","Carcharhinus","Carcharhinus"
"953","Carcharodon carcharias","Animalia","Elasmobranchii","Lamniformes","4150","Carcharodon carcharias","Lamnidae","accepted name","Carcharodon","Carcharodon carcharias"
"954","Carcharodon carcharias","Animalia","Elasmobranchii","Lamniformes","4165","Carcharodon carcharias","Lamnidae","accepted name","Carcharodon","Elasmobranchii"
"955","Galeocerdo cuvier","Animalia","Elasmobranchii","Carcharhiniformes","4165","Galeocerdo cuvier","Carcharhinidae","accepted name","Galeocerdo","Elasmobranchii"
"956","Notorynchus cepedianus","Animalia","Elasmobranchii","Hexanchiformes","4165","Notorynchus cepedianus","Hexanchidae","accepted name","Notorynchus","Elasmobranchii"
"957","Carcharias taurus","Animalia","Elasmobranchii","Lamniformes","4165","Carcharias taurus","Odontaspididae","accepted name","Carcharias","Elasmobranchii"
"958","Squatina australis","Animalia","Elasmobranchii","Squatiniformes","4165","Squatina australis","Squatinidae","accepted name","Squatina","Elasmobranchii"
"959","Odontaspis ferox","Animalia","Elasmobranchii","Lamniformes","4165","Carcharias taurus","Odontaspididae","accepted name","Odontaspis","Elasmobranchii"
"960","Carcharodon carcharias","Animalia","Elasmobranchii","Lamniformes","4169","Carcharodon carcharias","Lamnidae","accepted name","Carcharodon","Carcharodon carcharias"
