"","scientific_name","taxa_data.kingdom.i.","taxa_data.class.i.","taxa_data.order.i.","RN","original","taxa_data.family.i.","taxa_data.taxonomicStatus.i.","genus","common"
"667","Buceros rhinoceros","Animalia","Aves","Bucerotiformes","2374","Buceros rhinoceros","Bucerotidae","accepted name","Buceros","Bucerotidae"
"668","Anorrhinus galeritus","Animalia","Aves","Bucerotiformes","2374","Anorrhinus galeritus","Bucerotidae","accepted name","Anorrhinus","Bucerotidae"
"669","Buceros bicornis","Animalia","Aves","Bucerotiformes","2374","B. bicornis","Bucerotidae","accepted name","Buceros","Bucerotidae"
"670","Aceros corrugatus","Animalia","Aves","Bucerotiformes","2374","A. corrugatus","Bucerotidae","accepted name","Aceros","Bucerotidae"
"671","Berenicornis comatus","Animalia","Aves","Bucerotiformes","2374","Aceros comatus","Bucerotidae","accepted name","Berenicornis","Bucerotidae"
"672","Rhyticeros undulatus","Animalia","Aves","Bucerotiformes","2374","A. undulatus","Bucerotidae","accepted name","Rhyticeros","Bucerotidae"
"673","Rhyticeros subruficollis","Animalia","Aves","Bucerotiformes","2374","A. subruficollis","Bucerotidae","accepted name","Rhyticeros","Bucerotidae"
"674","Cacatua sulphurea","Animalia","Aves","Psittaciformes","170","Cacatua sulphurea","Psittacidae","accepted name","Cacatua","Cacatua sulphurea"
"675","Aerodramus bartschi","Animalia","Aves","Apodiformes","4125","Aerodramus bartschi","Apodidae","accepted name","Aerodramus","Aerodramus bartschi"
"676","Bubo bubo","Animalia","Aves","Strigiformes","2378","Bubo bubo","Strigidae","accepted name","Bubo","Bubo bubo"
"677","Bubo bubo","Animalia","Aves","Strigiformes","2379","Bubo bubo","Strigidae","accepted name","Bubo","Bubo bubo"
"678","Bubo bubo","Animalia","Aves","Strigiformes","2877","Bubo bubo","Strigidae","accepted name","Bubo","Bubo bubo"
"679","Corvus splendens","Animalia","Aves","Passeriformes","3937","Corvus splendens","Corvidae","accepted name","Corvus","Aves"
"680","Acridotheres javanicus","Animalia","Aves","Passeriformes","3937","Acridotheres javanicus","Sturnidae","accepted name","Acridotheres","Aves"
"681","Eudynamys scolopaceus","Animalia","Aves","Cuculiformes","3937","Eudynamys scolopacea","Cuculidae","accepted name","Eudynamys","Aves"
"682","Diomedea amsterdamensis","Animalia","Aves","Procellariiformes","1053","Diomedea amsterdamensis","Diomedeidae","accepted name","Diomedea","Diomedea amsterdamensis"
"683","Epthianura crocea","Animalia","Aves","Passeriformes","4140","Epthianura crocea","Meliphagidae","accepted name","Epthianura","Epthianura crocea"
"684","Eudyptes chrysocome","Animalia","Aves","Sphenisciformes","2594","Eudyptes chrysocome","Spheniscidae","accepted name","Eudyptes","Eudyptes chrysocome"
"685","Eudyptes chrysocome","Animalia","Aves","Sphenisciformes","3773","Eudyptes chrysocome","Spheniscidae","accepted name","Eudyptes","Eudyptes chrysocome"
"686","Eudyptes robustus","Animalia","Aves","Sphenisciformes","3743","Eudyptes robustus","Spheniscidae","accepted name","Eudyptes","Eudyptes robustus"
"687","Ficedula hypoleuca","Animalia","Aves","Passeriformes","4261","Ficedula hypoleuca","Muscicapidae","accepted name","Ficedula","Ficedula hypoleuca"
"688","Haematopus moquini","Animalia","Aves","Charadriiformes","3809","Haematopus moquini","Haematopodidae","accepted name","Haematopus","Animalia"
"689","Mytilus galloprovincialis","Animalia","Bivalvia","Mytilida","3809","Mytilus galloprovincialis","Mytilidae","accepted name","Mytilus","Animalia"
"690","Morus serrator","Animalia","Aves","Suliformes","3852","Morus serrator","Sulidae","accepted name","Morus","Morus serrator"
"691","Petroica australis","Animalia","Aves","Passeriformes","1357","Petroica australis","Petroicidae","accepted name","Petroica","Petroica australis"
"692","Picathartes gymnocephalus","Animalia","Aves","Passeriformes","4422","Picathartes gymnocephalus","Picathartidae","accepted name","Picathartes","Picathartes gymnocephalus"
"693","Charadrius nivosus","Animalia","Aves","Charadriiformes","4135","Charadrius nivosus","Charadriidae","accepted name","Charadrius","Charadrius nivosus"
"694","Uta stansburiana","Animalia","Reptilia","Squamata","3676","Uta stansburiana","Phrynosomatidae","accepted name","Uta","Uta stansburiana"
"695","Vipera aspis","Animalia","Reptilia","Squamata","2241","Vipera aspis","Viperidae","accepted name","Vipera","Squamata"
"696","Vipera aspis","Animalia","Reptilia","Squamata","2241","V. aspis","Viperidae","accepted name","Vipera","Squamata"
"697","Zamenis longissimus","Animalia","Reptilia","Squamata","2241","Elaphe longissima","Colubridae","accepted name","Zamenis","Squamata"
"698","Hierophis viridiflavus","Animalia","Reptilia","Squamata","2241","Coluber viridiflavus","Colubridae","accepted name","Hierophis","Squamata"
"699","Hierophis viridiflavus","Animalia","Reptilia","Squamata","2241","C. viridiflavus","Colubridae","accepted name","Hierophis","Squamata"
"700","Zootoca vivipara","Animalia","Reptilia","Squamata","3650","Zootoca vivipara","Lacertidae","accepted name","Zootoca","Lacertidae"
"701","Lacerta agilis","Animalia","Reptilia","Squamata","3650","Lacerta agilis","Lacertidae","accepted name","Lacerta","Lacertidae"
"702","Lacerta bilineata","Animalia","Reptilia","Squamata","3650","Lacerta bilineata","Lacertidae","accepted name","Lacerta","Lacertidae"
"703","Podarcis muralis","Animalia","Reptilia","Squamata","3650","Podarcis muralis","Lacertidae","accepted name","Podarcis","Lacertidae"
"704","Podarcis muralis","Animalia","Reptilia","Squamata","3650","P. muralis","Lacertidae","accepted name","Podarcis","Lacertidae"
"705","Lacerta bilineata","Animalia","Reptilia","Squamata","3650","L. bilineata","Lacertidae","accepted name","Lacerta","Lacertidae"
"706","Zootoca vivipara","Animalia","Reptilia","Squamata","3650","Z. vivipara","Lacertidae","accepted name","Zootoca","Lacertidae"
"707","Antaresia childreni","Animalia","Reptilia","Squamata","3654","Antaresia childreni","Pythonidae","accepted name","Antaresia","Animalia"
"708","Acanthophis praelongus","Animalia","Reptilia","Squamata","3654","Acanthophis praelongus","Elapidae","accepted name","Acanthophis","Animalia"
"709","Rhinella marina","Animalia","Amphibia","Anura","3654","Bufo marinus","Bufonidae","accepted name","Rhinella","Animalia"
"710","Apalone spinifera","Animalia","Reptilia","Testudines","3661","Apalone spinifera","Trionychidae","accepted name","Apalone","Testudines"
"711","Trachemys scripta","Animalia","Reptilia","Testudines","3661","Trachemys scripta","Emydidae","accepted name","Trachemys","Testudines"
"712","Caretta caretta","Animalia","Reptilia","Testudines","1179","Caretta caretta","Cheloniidae","accepted name","Caretta","Cheloniidae"
"713","Chelonia mydas","Animalia","Reptilia","Testudines","1179","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Cheloniidae"
"714","Eretmochelys imbricata","Animalia","Reptilia","Testudines","1179","Eretmochelys imbricata","Cheloniidae","accepted name","Eretmochelys","Cheloniidae"
"715","Caretta caretta","Animalia","Reptilia","Testudines","1346","Caretta caretta","Cheloniidae","accepted name","Caretta","Testudines"
"716","Chelonia mydas","Animalia","Reptilia","Testudines","1346","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Testudines"
"717","Dermochelys coriacea","Animalia","Reptilia","Testudines","1346","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Testudines"
"718","Lepidochelys olivacea","Animalia","Reptilia","Testudines","1346","Lepidochelys olivacea","Cheloniidae","accepted name","Lepidochelys","Testudines"
"719","Caretta caretta","Animalia","Reptilia","Testudines","1531","Caretta caretta","Cheloniidae","accepted name","Caretta","Cheloniidae"
"720","Chelonia mydas","Animalia","Reptilia","Testudines","1531","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Cheloniidae"
"721","Caretta caretta","Animalia","Reptilia","Testudines","1666","Caretta caretta","Cheloniidae","accepted name","Caretta","Cheloniidae"
"722","Chelonia mydas","Animalia","Reptilia","Testudines","1666","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Cheloniidae"
"723","Caretta caretta","Animalia","Reptilia","Testudines","1972","Caretta caretta","Cheloniidae","accepted name","Caretta","Caretta caretta"
"724","Caretta caretta","Animalia","Reptilia","Testudines","2055","Caretta caretta","Cheloniidae","accepted name","Caretta","Caretta caretta"
"725","Caretta caretta","Animalia","Reptilia","Testudines","2167","Caretta caretta","Cheloniidae","accepted name","Caretta","Testudines"
"726","Chelonia mydas","Animalia","Reptilia","Testudines","2167","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Testudines"
"727","Dermochelys coriacea","Animalia","Reptilia","Testudines","2167","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Testudines"
"728","Caretta caretta","Animalia","Reptilia","Testudines","2809","Caretta caretta","Cheloniidae","accepted name","Caretta","Animalia"
"729","Dermochelys coriacea","Animalia","Reptilia","Testudines","2809","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Animalia"
"730","Xiphias gladius","Animalia","Actinopterygii","Perciformes","2809","Xiphias gladius","Xiphiidae","accepted name","Xiphias","Animalia"
"731","Caretta caretta","Animalia","Reptilia","Testudines","2812","Caretta caretta","Cheloniidae","accepted name","Caretta","Animalia"
"732","Dermochelys coriacea","Animalia","Reptilia","Testudines","2812","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Animalia"
"733","Xiphias gladius","Animalia","Actinopterygii","Perciformes","2812","Xiphias gladius","Xiphiidae","accepted name","Xiphias","Animalia"
"734","Anolis stratulus","Animalia","Reptilia","Squamata","4252","Anolis stratulus","Dactyloidae","accepted name","Anolis","Anolis"
"735","Anolis gundlachi","Animalia","Reptilia","Squamata","4252","A. gundlachi","Dactyloidae","accepted name","Anolis","Anolis"
"736","Anolis stratulus","Animalia","Reptilia","Squamata","4252","A. stratulus","Dactyloidae","accepted name","Anolis","Anolis"
"737","Boa constrictor","Animalia","Reptilia","Squamata","3043","Boa constrictor","Boidae","accepted name","Boa","Boa constrictor"
"738","Callisaurus draconoides","Animalia","Reptilia","Squamata","3652","Callisaurus draconoides","Phrynosomatidae","accepted name","Callisaurus","Squamata"
"739","Dipsosaurus dorsalis","Animalia","Reptilia","Squamata","3652","Dipsosaurus dorsalis","Iguanidae","accepted name","Dipsosaurus","Squamata"
"740","Uma inornata","Animalia","Reptilia","Squamata","3652","Uma inornata","Phrynosomatidae","accepted name","Uma","Squamata"
"741","Chelonia mydas","Animalia","Reptilia","Testudines","1667","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Chelonia mydas"
"742","Chelonia mydas","Animalia","Reptilia","Testudines","1674","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Testudines"
"743","Dermochelys coriacea","Animalia","Reptilia","Testudines","1674","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Testudines"
"744","Eretmochelys imbricata","Animalia","Reptilia","Testudines","1674","Eretmochelys imbricata","Cheloniidae","accepted name","Eretmochelys","Testudines"
"745","Chelonia mydas","Animalia","Reptilia","Testudines","2805","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Chelonia mydas"
"746","Chelonia mydas","Animalia","Reptilia","Testudines","3531","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Testudines"
"747","Dermochelys coriacea","Animalia","Reptilia","Testudines","3531","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Testudines"
"748","Eretmochelys imbricata","Animalia","Reptilia","Testudines","3531","Eretmochelys imbricata","Cheloniidae","accepted name","Eretmochelys","Testudines"
"749","Lepidochelys olivacea","Animalia","Reptilia","Testudines","3531","Lepidochelys olivacea","Cheloniidae","accepted name","Lepidochelys","Testudines"
"750","Chelonia mydas","Animalia","Reptilia","Testudines","3828","Chelonia mydas","Cheloniidae","accepted name","Chelonia","Chelonia mydas"
"751","Chelydra serpentina","Animalia","Reptilia","Testudines","4277","Chelydra serpentina","Chelydridae","accepted name","Chelydra","Chelydra serpentina"
"752","Chlamydosaurus kingii","Animalia","Reptilia","Squamata","2801","Chlamydosaurus kingii","Agamidae","accepted name","Chlamydosaurus","Chlamydosaurus kingii"
"753","Chrysemys picta","Animalia","Reptilia","Testudines","2071","Chrysemys picta","Emydidae","accepted name","Chrysemys","Chrysemys picta"
"754","Crocodylus acutus","Animalia","Reptilia","Crocodylia","3062","Crocodylus acutus","Crocodylidae","accepted name","Crocodylus","Crocodylus acutus"
"755","Crocodylus niloticus","Animalia","Reptilia","Crocodylia","3681","Crocodylus niloticus","Crocodylidae","accepted name","Crocodylus","Crocodylus niloticus"
"756","Crocodylus porosus","Animalia","Reptilia","Crocodylia","3689","Crocodylus porosus","Crocodylidae","accepted name","Crocodylus","Crocodylus porosus"
"757","Ctenophorus nuchalis","Animalia","Reptilia","Squamata","4520","Ctenophorus nuchalis","Agamidae","accepted name","Ctenophorus","Ctenophorus"
"758","Ctenophorus isolepis","Animalia","Reptilia","Squamata","4520","C. isolepis","Agamidae","accepted name","Ctenophorus","Ctenophorus"
"759","Dermochelys coriacea","Animalia","Reptilia","Testudines","1541","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Dermochelys coriacea"
"760","Dermochelys coriacea","Animalia","Reptilia","Testudines","1915","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Dermochelys coriacea"
"761","Dermochelys coriacea","Animalia","Reptilia","Testudines","2019","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Dermochelys coriacea"
"762","Dermochelys coriacea","Animalia","Reptilia","Testudines","2093","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Dermochelys coriacea"
"763","Dermochelys coriacea","Animalia","Reptilia","Testudines","2357","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Dermochelys coriacea"
"764","Dermochelys coriacea","Animalia","Reptilia","Testudines","3232","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Dermochelys coriacea"
"765","Dermochelys coriacea","Animalia","Reptilia","Testudines","3545","Dermochelys coriacea","Dermochelyidae","accepted name","Dermochelys","Dermochelys coriacea"
"766","Graptemys geographica","Animalia","Reptilia","Testudines","3059","Graptemys geographica","Emydidae","accepted name","Graptemys","Graptemys"
"767","Graptemys geographica","Animalia","Reptilia","Testudines","3059","G. geographica","Emydidae","accepted name","Graptemys","Graptemys"
"768","Emys orbicularis","Animalia","Reptilia","Testudines","4368","Emys orbicularis","Emydidae","accepted name","Emys","Emys orbicularis"
"769","Eretmochelys imbricata","Animalia","Reptilia","Testudines","2813","Eretmochelys imbricata","Cheloniidae","accepted name","Eretmochelys","Eretmochelys imbricata"
"770","Eretmochelys imbricata","Animalia","Reptilia","Testudines","3533","Eretmochelys imbricata","Cheloniidae","accepted name","Eretmochelys","Eretmochelys imbricata"
"771","Gavialis gangeticus","Animalia","Reptilia","Crocodylia","596","Gavialis gangeticus","Gavialidae","accepted name","Gavialis","Gavialis gangeticus"
"772","Gavialis gangeticus","Animalia","Reptilia","Crocodylia","4246","Gavialis gangeticus","Gavialidae","accepted name","Gavialis","Gavialis gangeticus"
"773","Gerrhosaurus skoogi","Animalia","Reptilia","Squamata","3651","Gerrhosaurus skoogi","Gerrhosauridae","accepted name","Gerrhosaurus","Squamata"
"774","Meroles anchietae","Animalia","Reptilia","Squamata","3651","Meroles anchietae","Lacertidae","accepted name","Meroles","Squamata"
"775","Meroles anchietae","Animalia","Reptilia","Squamata","3651","M. anchietae","Lacertidae","accepted name","Meroles","Squamata"
"776","Gopherus agassizii","Animalia","Reptilia","Testudines","2062","Gopherus agassizii","Testudinidae","accepted name","Gopherus","Gopherus"
"777","Gopherus morafkai","Animalia","Reptilia","Testudines","2062","Gopherus agassizii","Testudinidae","accepted name","Gopherus","Gopherus"
"778","Gopherus polyphemus","Animalia","Reptilia","Testudines","3064","Gopherus polyphemus","Testudinidae","accepted name","Gopherus","Gopherus polyphemus"
"779","Alligator mississippiensis","Animalia","Reptilia","Crocodylia","3459","Alligator mississippiensis","Alligatoridae","accepted name","Alligator","Alligator mississippiensis"
"780","Alligator sinensis","Animalia","Reptilia","Crocodylia","604","Alligator sinensis","Alligatoridae","accepted name","Alligator","Alligator sinensis"
"781","Alligator sinensis","Animalia","Reptilia","Crocodylia","1211","Alligator sinensis","Alligatoridae","accepted name","Alligator","Alligator sinensis"
"782","Liolaemus lutzae","Animalia","Reptilia","Squamata","1953","Liolaemus lutzae","Liolaemidae","accepted name","Liolaemus","Liolaemus"
"783","Liolaemus lutzae","Animalia","Reptilia","Squamata","1953","L. lutzae","Liolaemidae","accepted name","Liolaemus","Liolaemus"
"784","Hoplocephalus bungaroides","Animalia","Reptilia","Squamata","1890","Hoplocephalus bungaroides","Elapidae","accepted name","Hoplocephalus","Squamata"
"785","Amalosia lesueurii","Animalia","Reptilia","Squamata","1890","Oedura lesueurii","Diplodactylidae","accepted name","Amalosia","Squamata"
"786","Amalosia lesueurii","Animalia","Reptilia","Squamata","1890","O. lesueurii","Diplodactylidae","accepted name","Amalosia","Squamata"
"787","Lacerta agilis","Animalia","Reptilia","Squamata","3648","Lacerta agilis","Lacertidae","accepted name","Lacerta","Lacerta agilis"
"788","Lepidochelys olivacea","Animalia","Reptilia","Testudines","3526","Lepidochelys olivacea","Cheloniidae","accepted name","Lepidochelys","Lepidochelys olivacea"
"789","Lepidochelys olivacea","Animalia","Reptilia","Testudines","4415","Lepidochelys olivacea","Cheloniidae","accepted name","Lepidochelys","Lepidochelys"
"790","Lepidochelys olivacea","Animalia","Reptilia","Testudines","4415","L. olivacea","Cheloniidae","accepted name","Lepidochelys","Lepidochelys"
"791","Liolaemus multimaculatus","Animalia","Reptilia","Squamata","2582","Liolaemus multimaculatus","Liolaemidae","accepted name","Liolaemus","Liolaemus multimaculatus"
"792","Liopholis slateri","Animalia","Reptilia","Squamata","4574","Liopholis slateri","Scincidae","accepted name","Liopholis","Liopholis slateri"
"793","Melanosuchus niger","Animalia","Reptilia","Crocodylia","4500","Melanosuchus niger","Alligatoridae","accepted name","Melanosuchus","Melanosuchus niger"
"794","Natator depressus","Animalia","Reptilia","Testudines","4411","Natator depressus","Cheloniidae","accepted name","Natator","Natator depressus"
"795","Natrix maura","Animalia","Reptilia","Squamata","3061","Natrix maura","Natricidae","accepted name","Natrix","Natrix"
"796","Natrix maura","Animalia","Reptilia","Squamata","3061","N. maura","Natricidae","accepted name","Natrix","Natrix"
"797","Natrix tessellata","Animalia","Reptilia","Squamata","2824","Natrix tessellata","Natricidae","accepted name","Natrix","Natrix tessellata"
"798","Podocnemis expansa","Animalia","Reptilia","Testudines","666","Podocnemis expansa","Podocnemididae","accepted name","Podocnemis","Podocnemis"
"799","Podocnemis unifilis","Animalia","Reptilia","Testudines","666","P. unifilis","Podocnemididae","accepted name","Podocnemis","Podocnemis"
"800","Sceloporus bicanthalis","Animalia","Reptilia","Squamata","4539","Sceloporus bicanthalis","Phrynosomatidae","accepted name","Sceloporus","Sceloporus"
"801","Sceloporus bicanthalis","Animalia","Reptilia","Squamata","4539","S. bicanthalis","Phrynosomatidae","accepted name","Sceloporus","Sceloporus"
"802","Acanthodactylus scutellatus","Animalia","Reptilia","Squamata","2358","Acanthodactylus scutellatus","Lacertidae","accepted name","Acanthodactylus","Acanthodactylus"
"803","Acanthodactylus aegyptius","Animalia","Reptilia","Squamata","2358","Acanthodactylus scutellatus","Lacertidae","accepted name","Acanthodactylus","Acanthodactylus"
"804","Acanthodactylus dumerilii","Animalia","Reptilia","Squamata","2358","Acanthodactylus scutellatus","Lacertidae","accepted name","Acanthodactylus","Acanthodactylus"
"805","Acanthodactylus gongrorhynchatus","Animalia","Reptilia","Squamata","2358","Acanthodactylus scutellatus","Lacertidae","accepted name","Acanthodactylus","Acanthodactylus"
"806","Acanthodactylus senegalensis","Animalia","Reptilia","Squamata","2358","Acanthodactylus scutellatus","Lacertidae","accepted name","Acanthodactylus","Acanthodactylus"
"807","Sceloporus scalaris","Animalia","Reptilia","Squamata","4521","Sceloporus scalaris","Phrynosomatidae","accepted name","Sceloporus","Sceloporus"
"808","Sceloporus aurantius","Animalia","Reptilia","Squamata","4521","Sceloporus scalaris","Phrynosomatidae","accepted name","Sceloporus","Sceloporus"
"809","Sistrurus catenatus","Animalia","Reptilia","Squamata","4417","Sistrurus catenatus","Viperidae","accepted name","Sistrurus","Sistrurus catenatus"
"810","Sphenodon punctatus","Animalia","Reptilia","Rhynchocephalia","4553","Sphenodon punctatus","Sphenodontidae","accepted name","Sphenodon","Sphenodon punctatus"
"811","Sternotherus odoratus","Animalia","Reptilia","Testudines","3231","Sternotherus odoratus","Kinosternidae","accepted name","Sternotherus","Sternotherus odoratus"
"812","Storeria dekayi","Animalia","Reptilia","Squamata","3257","Storeria dekayi","Natricidae","accepted name","Storeria","Storeria dekayi"
"813","Terrapene carolina","Animalia","Reptilia","Testudines","591","Terrapene carolina","Emydidae","accepted name","Terrapene","Terrapene carolina"
"814","Testudo hermanni","Animalia","Reptilia","Testudines","3068","Testudo hermanni","Testudinidae","accepted name","Testudo","Testudo hermanni"
"815","Testudo hermanni","Animalia","Reptilia","Testudines","3680","Testudo hermanni","Testudinidae","accepted name","Testudo","Testudo hermanni"
"816","Acanthaster planci","Animalia","Asteroidea","Valvatida","3487","Acanthaster planci","Acanthasteridae","accepted name","Acanthaster","Acanthaster planci"
"817","Drupella cornus","Animalia","Gastropoda","Neogastropoda","2543","Drupella cornus","Muricidae","accepted name","Drupella","Drupella cornus"
"818","Bathyraja spinicauda","Animalia","Elasmobranchii","Rajiformes","3717","Bathyraja spinicauda","Arhynchobatidae","accepted name","Bathyraja","Animalia"
"819","Limanda ferruginea","Animalia","Actinopterygii","Pleuronectiformes","3717","Limanda ferruginea","Pleuronectidae","accepted name","Limanda","Animalia"
"820","Centroscyllium fabricii","Animalia","Elasmobranchii","Squaliformes","3717","Centroscyllium fabricii","Etmopteridae","accepted name","Centroscyllium","Animalia"
"821","Glyptocephalus cynoglossus","Animalia","Actinopterygii","Pleuronectiformes","3717","Glyptocephalus cynoglossus","Pleuronectidae","accepted name","Glyptocephalus","Animalia"
"822","Mallotus villosus","Animalia","Actinopterygii","Osmeriformes","3717","Mallotus villosus","Osmeridae","accepted name","Mallotus","Animalia"
"823","Urophycis tenuis","Animalia","Actinopterygii","Gadiformes","3717","Urophycis tenuis","Phycidae","accepted name","Urophycis","Animalia"
"824","Reinhardtius hippoglossoides","Animalia","Actinopterygii","Pleuronectiformes","3717","Reinhardtius hippoglossoides","Pleuronectidae","accepted name","Reinhardtius","Animalia"
"825","Antimora rostrata","Animalia","Actinopterygii","Gadiformes","3717","Antimora rostrata","Moridae","accepted name","Antimora","Animalia"
"826","Hippoglossoides platessoides","Animalia","Actinopterygii","Pleuronectiformes","3717","Hippoglossoides platessoides","Pleuronectidae","accepted name","Hippoglossoides","Animalia"
"827","Coryphaenoides rupestris","Animalia","Actinopterygii","Gadiformes","3717","Coryphaenoides rupestris","Macrouridae","accepted name","Coryphaenoides","Animalia"
"828","Gadus morhua","Animalia","Actinopterygii","Gadiformes","3717","Gadus morhua","Gadidae","accepted name","Gadus","Animalia"
"829","Lophius americanus","Animalia","Actinopterygii","Lophiiformes","3717","Lophius americanus","Lophiidae","accepted name","Lophius","Animalia"
"830","Macrourus berglax","Animalia","Actinopterygii","Gadiformes","3717","Macrourus berglax","Macrouridae","accepted name","Macrourus","Animalia"
"831","Ammodytes dubius","Animalia","Actinopterygii","Perciformes","3717","Ammodytes dubius","Ammodytidae","accepted name","Ammodytes","Animalia"
"832","Lycodes reticulatus","Animalia","Actinopterygii","Perciformes","3717","Lycodes reticulatus","Zoarcidae","accepted name","Lycodes","Animalia"
"833","Notacanthus chemnitzii","Animalia","Actinopterygii","Notacanthiformes","3717","Notacanthus chemnitzii","Notacanthidae","accepted name","Notacanthus","Animalia"
"834","Phycis chesteri","Animalia","Actinopterygii","Gadiformes","3717","Phycis chesteri","Phycidae","accepted name","Phycis","Animalia"
"835","Triglops murrayi","Animalia","Actinopterygii","Scorpaeniformes","3717","Triglops murrayi","Cottidae","accepted name","Triglops","Animalia"
"836","Harriotta raleighana","Animalia","Holocephali","Chimaeriformes","3717","Harriotta raleighana","Rhinochimaeridae","accepted name","Harriotta","Animalia"
"837","Amblyraja hyperborea","Animalia","Elasmobranchii","Rajiformes","3717","Amblyraja hyperborea","Rajidae","accepted name","Amblyraja","Animalia"
"838","Amblyraja radiata","Animalia","Elasmobranchii","Rajiformes","3717","Amblyraja radiata","Rajidae","accepted name","Amblyraja","Animalia"
"839","Nezumia bairdii","Animalia","Actinopterygii","Gadiformes","3717","Nezumia bairdii","Macrouridae","accepted name","Nezumia","Animalia"
"840","Hemitripterus americanus","Animalia","Actinopterygii","Scorpaeniformes","3717","Hemitripterus americanus","Hemitripteridae","accepted name","Hemitripterus","Animalia"
"841","Neoharriotta pinnata","Animalia","Holocephali","Chimaeriformes","3717","Harriotta raleighana","Rhinochimaeridae","accepted name","Neoharriotta","Animalia"
"842","Hemitripterus villosus","Animalia","Actinopterygii","Scorpaeniformes","3717","Hemitripterus americanus","Hemitripteridae","accepted name","Hemitripterus","Animalia"
"843","Gadus macrocephalus","Animalia","Actinopterygii","Gadiformes","3717","Gadus morhua","Gadidae","accepted name","Gadus","Animalia"
"844","Macrourus berglax","Animalia","Actinopterygii","Gadiformes","3717","Coryphaenoides rupestris","Macrouridae","accepted name","Macrourus","Animalia"
"845","Antimora microlepis","Animalia","Actinopterygii","Gadiformes","3717","Antimora rostrata","Moridae","accepted name","Antimora","Animalia"
"846","Harriotta haeckeli","Animalia","Holocephali","Chimaeriformes","3717","Harriotta raleighana","Rhinochimaeridae","accepted name","Harriotta","Animalia"
"847","Rhinochimaera atlantica","Animalia","Holocephali","Chimaeriformes","3717","Harriotta raleighana","Rhinochimaeridae","accepted name","Rhinochimaera","Animalia"
"848","Pareutropius longifilis","Animalia","Actinopterygii","Siluriformes","3629","Pareutropius longifilis","Schilbeidae","accepted name","Pareutropius","Actinopterygii"
"849","Brycinus imberi","Animalia","Actinopterygii","Characiformes","3629","Brycinus imberi","Alestidae","accepted name","Brycinus","Actinopterygii"
"850","Labeo cylindricus","Animalia","Actinopterygii","Cypriniformes","3629","Labeo cylindricus","Cyprinidae","accepted name","Labeo","Actinopterygii"
"851","Pteroplatytrygon violacea","Animalia","Elasmobranchii","Myliobatiformes","4143","Pteroplatytrygon violacea","Dasyatidae","accepted name","Pteroplatytrygon","Elasmobranchii"
"852","Myliobatis aquila","Animalia","Elasmobranchii","Myliobatiformes","4143","Myliobatis aquila","Myliobatidae","accepted name","Myliobatis","Elasmobranchii"
"853","Mustelus mustelus","Animalia","Elasmobranchii","Carcharhiniformes","4143","Mustelus mustelus","Triakidae","accepted name","Mustelus","Elasmobranchii"
"854","Squalus acanthias","Animalia","Elasmobranchii","Squaliformes","4143","Squalus acanthias","Squalidae","accepted name","Squalus","Elasmobranchii"
"855","Squalus megalops","Animalia","Elasmobranchii","Squaliformes","4143","Squalus acanthias","Squalidae","accepted name","Squalus","Elasmobranchii"
"856","Mustelus palumbes","Animalia","Elasmobranchii","Carcharhiniformes","4143","Mustelus mustelus","Triakidae","accepted name","Mustelus","Elasmobranchii"
"857","Pteroplatytrygon violacea","Animalia","Elasmobranchii","Myliobatiformes","4152","Pteroplatytrygon violacea","Dasyatidae","accepted name","Pteroplatytrygon","Pteroplatytrygon violacea"
"858","Salmo trutta","Animalia","Actinopterygii","Salmoniformes","930","Salmo trutta","Salmonidae","accepted name","Salmo","Actinopterygii"
"859","Oncorhynchus kisutch","Animalia","Actinopterygii","Salmoniformes","930","Oncorhynchus kisutch","Salmonidae","accepted name","Oncorhynchus","Actinopterygii"
"860","Salvelinus namaycush","Animalia","Actinopterygii","Salmoniformes","930","Salvelinus namaycush","Salmonidae","accepted name","Salvelinus","Actinopterygii"
"861","Alosa pseudoharengus","Animalia","Actinopterygii","Clupeiformes","930","Alosa pseudoharengus","Clupeidae","accepted name","Alosa","Actinopterygii"
