"","RN","Trend_01_60","Trend_02_60","Trend_05_60","Trend_01_maj","Trend_02_maj","Trend_05_maj","Trend_sig_01_60","Trend_sig_005_60","Trend_sig_01_maj","Trend_sig_005_maj","av_lmbd","loCI","upCI","se","p","N","Trend_meta_01","Trend_meta_005"
"1258",3981,"Decline","Varied","Varied","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.118300244259771,-0.395481009129707,0.158880520610164,0.141421356237309,0.402868588017356,10,"Stable","Stable"
"1259",3982,"Varied","Varied","Stable","Varied","Varied","Stable","Stable","Stable","Stable","Stable",0.0173756483596339,-0.0556896881369325,0.0904409848562003,0.0372789179152762,0.641144984676959,2,"Stable","Stable"
"1260",3983,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00413640110039607,-0.00210281271793358,0.0103756149187257,NA,0.18783754874334,1,"Stable","Stable"
"1261",3986,"Decline","Stable","Stable","Decline","Stable","Stable","Decline","Decline","Decline","Decline",-0.0158363151798186,-0.0206949008339744,-0.0109777295256628,NA,2.68329043323746e-06,1,"Decline","Decline"
"1262",3987,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.835922463185203,NA,NA,NA,NA,1,"Stable","Stable"
"1263",3988,"Decline","Stable","Stable","Decline","Stable","Stable","Decline","Decline","Decline","Decline",-0.0166720518869132,-0.0210716752568148,-0.0122724285170115,NA,2.30061667943466e-05,1,"Decline","Decline"
"1264",3989,"Decline","Stable","Stable","Decline","Stable","Stable","Decline","Decline","Decline","Decline",-0.0158579486113978,-0.0210227099285028,-0.0106931872942928,NA,1.75875830629958e-06,1,"Decline","Decline"
"1265",3990,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00535905465029144,-0.0118791990802615,0.00116108977967859,0.00332666542926304,0.107193046704308,8,"Stable","Stable"
"1266",3991,"Varied","Varied","Varied","Varied","Varied","Varied","Varied","Stable","Varied","Stable",0.151292251997925,-0.259214252830269,0.561798756826118,0.20944594291845,0.470082327036208,2,"Stable","Stable"
"1267",3992,"Decline","Decline","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0215325034907799,-0.0578590405734521,0.0147940335918922,NA,0.208836181510437,1,"Stable","Stable"
"1268",3993,"Decline","Stable","Stable","Decline","Stable","Stable","Stable","Stable","Stable","Stable",-0.00353618708042055,-0.0109761435666,0.00390376940575889,0.00379596591818262,0.351561638257501,8,"Stable","Stable"
"1269",3997,"Varied","Stable","Stable","Increase","Stable","Stable","Stable","Stable","Stable","Stable",0.00900645569211603,-0.32228792443762,0.340300835821852,0.169030850945703,0.957506496352907,7,"Stable","Stable"
"1270",4004,"Varied","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00877359145315186,-0.0273654193229002,0.00981823641659649,0.00948580076797244,0.355008366578745,3,"Stable","Stable"
"1271",4005,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.403518922683774,0.133694047569967,0.67334379779758,0.137668282296078,0.00337768612075486,2,"Increase","Increase"
"1272",4007,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.477447179299005,NA,NA,NA,NA,1,"Stable","Stable"
"1273",4009,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.259383750127837,NA,NA,NA,NA,1,"Stable","Stable"
"1274",4010,"Varied","Varied","Varied","Varied","Varied","Varied","Stable","Stable","Stable","Stable",0.0886244748895412,-0.53117055741502,0.708419507194103,0.316227766016838,0.779281721468591,2,"Stable","Stable"
"1275",4011,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00528040364082781,-0.0234486469113169,0.0128878396296613,NA,0.543071337154466,1,"Stable","Stable"
"1276",4013,"Increase","Stable","Stable","Increase","Stable","Stable","Stable","Stable","Stable","Stable",0.0101016930441456,-0.219446857415318,0.23965024350361,NA,0.675420678042711,1,"Stable","Stable"
"1277",4014,"Varied","Varied","Varied","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0298272129272425,-0.0733907201421402,0.133045145996625,0.0526631784479473,0.571137527716183,18,"Stable","Stable"
"1278",4016,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.249539788203595,-0.687801058491885,0.188721482084696,0.223606797749979,0.264432468246184,4,"Stable","Stable"
"1279",4018,"Increase","Varied","Varied","Increase","Varied","Varied","Stable","Stable","Stable","Stable",0.170858542216625,-0.448936490087936,0.790653574521187,0.316227766016838,0.588988675155719,2,"Stable","Stable"
"1280",4019,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.452296555285948,-0.958357080038612,0.0537639694667163,0.258198889747161,0.0798190370574172,3,"Decline","Stable"
"1281",4020,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.263985278277951,-0.345119722167916,-0.182850834387985,0.0413958850927587,1.80484596258321e-10,8,"Decline","Decline"
"1282",4021,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.0760983375440328,-0.0716012050752403,0.223797880163306,0.0753582942259696,0.312581378140978,11,"Stable","Stable"
"1283",4022,"Decline","Stable","Stable","Decline","Stable","Stable","Stable","Stable","Stable","Stable",-0.0108167139717101,-0.025105066012954,0.00347163806953383,NA,0.103436743110251,1,"Stable","Stable"
"1284",4023,"Increase","Increase","Stable","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0486939361899399,-0.452003254055602,0.549391126435482,NA,0.433129178519253,1,"Stable","Stable"
"1285",4027,"Decline","Decline","Varied","Decline","Decline","Varied","Decline","Decline","Decline","Decline",-0.0558653169293226,-0.0763725244840257,-0.0353581093746195,0.0104630532583565,9.33092521862028e-08,2,"Decline","Decline"
"1286",4028,"Varied","Stable","Stable","Stable","Stable","Stable","Varied","Varied","Stable","Stable",-0.00883525106973246,-0.0225579597524525,0.0048874576129876,0.00700151063538057,0.206982469350177,5,"Stable","Stable"
"1287",4030,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.0713836925464529,-0.708879443717338,0.851646828810243,NA,0.731851278939946,1,"Stable","Stable"
"1288",4032,"Decline","Decline","Stable","Decline","Decline","Stable","Decline","Decline","Decline","Decline",-0.0367766584247226,-0.0692403381693562,-0.00431297868008905,NA,0.0333183251535405,1,"Decline","Decline"
"1289",4035,"Increase","Stable","Stable","Increase","Stable","Stable","Increase","Increase","Increase","Increase",0.0162290473417658,0.00958726749078761,0.0228708271927439,NA,1.50181489087838e-05,1,"Increase","Increase"
"1290",4036,"Stable","Stable","Stable","Stable","Stable","Stable","Decline","Decline","Decline","Decline",-0.0051073189855038,-0.00862303929328478,-0.00159159867772282,NA,0.0070114637755787,1,"Decline","Decline"
"1291",4037,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.000874632020142999,-0.00600515635477598,0.00425589231448998,0.00261766255660915,0.738283645077733,3,"Stable","Stable"
"1292",4038,"Decline","Stable","Stable","Decline","Stable","Stable","Stable","Stable","Stable","Stable",-0.0111381973556149,-1.43730211875968,1.41502572404845,NA,0.937031706864948,1,"Stable","Stable"
"1293",4039,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00122570824903493,-0.00857065503162819,0.00611923853355833,NA,0.714547695147277,1,"Stable","Stable"
"1294",4041,"Varied","Stable","Stable","Stable","Stable","Stable","Varied","Varied","Decline","Decline",0.000662043274940086,-0.0132546915367883,0.0145787780866685,0.00710050537739563,0.925713775261072,3,"Stable","Stable"
"1295",4045,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.139822106155567,-0.093466171176967,0.373110383488102,NA,0.123191583040305,1,"Stable","Stable"
"1296",4046,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.111918640771921,-0.993137533020428,1.21697481456427,NA,0.705528730236249,1,"Stable","Stable"
"1297",4047,"Decline","Stable","Stable","Decline","Stable","Stable","Decline","Stable","Decline","Stable",-0.016729189129042,-0.0341857193839532,0.000727341125869162,NA,0.052164352181203,1,"Decline","Stable"
"1298",4053,"Varied","Stable","Stable","Varied","Stable","Stable","Decline","Decline","Decline","Decline",-0.0140477021530356,-0.0329213229523695,0.00482591864629828,0.00962957531271319,0.144617941523807,4,"Stable","Stable"
"1299",4059,"Varied","Varied","Stable","Increase","Varied","Stable","Stable","Stable","Stable","Stable",0.0212162958349825,0.000820844823588868,0.0416117468463762,0.0104060335660606,0.0414654388221838,23,"Increase","Increase"
"1300",4062,"Increase","Stable","Stable","Increase","Stable","Stable","Stable","Stable","Stable","Stable",0.0153118737158088,NA,NA,NA,NA,1,"Stable","Stable"
"1301",4104,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.188917492392985,-0.285361771120941,-0.0924732136650288,0.0492071688503954,0.000123422268391238,17,"Decline","Decline"
"1302",4105,"Varied","Varied","Varied","Increase","Increase","Decline","Varied","Varied","Varied","Decline",-0.0211794208261799,-0.0828637770690285,0.0405049354166687,0.0314721886368357,0.500974825889656,12,"Stable","Stable"
"1303",4106,"Decline","Stable","Stable","Decline","Stable","Stable","Stable","Stable","Stable","Stable",-0.0158784181015852,-0.373717246845017,0.341960410641846,0.182574185835055,0.930695614433573,6,"Stable","Stable"
"1304",4107,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00429501721734674,-0.442556287505637,0.433966253070944,0.223606797749979,0.984675254739693,4,"Stable","Stable"
"1305",4108,"Varied","Varied","Stable","Increase","Varied","Stable","Stable","Stable","Stable","Stable",0.00381054558395987,-0.0231482936985839,0.0307693848665036,0.0137547625850228,0.781753514350424,7,"Stable","Stable"
"1306",4109,"Varied","Varied","Varied","Increase","Increase","Stable","Varied","Varied","Stable","Stable",0.0385093607410935,-0.029363523855319,0.106382245337506,0.0346296590813837,0.266123501757236,3,"Stable","Stable"
"1307",4110,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.176209977474113,-0.105240416726436,0.457660371674662,0.143599778577869,0.21978843836848,3,"Stable","Stable"
"1308",4111,"Stable","Stable","Stable","Stable","Stable","Stable","Decline","Decline","Decline","Decline",-0.00108033639647499,-0.00161235537551408,-0.000548317417435899,0.000271443242445059,6.89235011489021e-05,6,"Decline","Decline"
"1309",4112,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.0820997359702804,-0.163290289430106,0.327489761370667,NA,0.286647979808176,1,"Stable","Stable"
"1310",4113,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.204736095255949,-0.642997365544239,0.233525175032342,0.223606797749979,0.359872715992373,4,"Stable","Stable"
"1311",4114,"Varied","Varied","Varied","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.0305901244518769,-0.475470400300787,0.536650649204541,0.258198889747161,0.905691268958424,3,"Stable","Stable"
"1312",4115,"Varied","Stable","Stable","Varied","Stable","Stable","Varied","Varied","Varied","Varied",-0.00471367501213714,-0.0345753309409279,0.0251479809166536,0.0152358187009229,0.757031612559014,2,"Stable","Stable"
"1313",4116,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.130929100297465,NA,NA,NA,NA,1,"Stable","Stable"
"1314",4120,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.0039459906782636,-0.0832830076650204,0.0753910263084932,NA,0.903248238211422,1,"Stable","Stable"
"1315",4122,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.135569650575458,-0.380232619242221,0.109093318091305,NA,0.139929074782189,1,"Stable","Stable"
"1316",4125,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase",0.1187792920458,0.0676876953531468,0.169870888738453,NA,0.00510698863285709,1,"Increase","Increase"
"1317",4126,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.0503141780984047,NA,NA,NA,NA,1,"Stable","Stable"
"1318",4127,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.084933574936701,NA,NA,NA,NA,1,"Stable","Stable"
"1319",4128,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0350491329222258,0.0155265085875384,0.0545717572569131,NA,0.00576149869300114,1,"Increase","Increase"
"1320",4129,"Varied","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.000256978005577625,-0.00336090461764493,0.00284694860648968,0.00158366512678329,0.871094896124171,7,"Stable","Stable"
"1321",4131,"Varied","Varied","Stable","Varied","Varied","Stable","Varied","Varied","Varied","Varied",-0.0180090561091572,-0.0384788002314867,0.00246068801317227,0.0104439389110168,0.0846438134862778,2,"Decline","Stable"
"1322",4132,"Decline","Decline","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0434851669171161,-0.682975411043502,0.59600507720927,NA,0.546359732323417,1,"Stable","Stable"
"1323",4135,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0273798724006279,0.0173568638644013,0.0374028809368546,NA,0.000162820732077234,1,"Increase","Increase"
"1324",4136,"Increase","Increase","Stable","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.113974805778734,-0.324286464509556,0.552236076067025,0.223606797749979,0.610254066717622,4,"Stable","Stable"
"1325",4138,"Varied","Varied","Stable","Varied","Varied","Stable","Decline","Decline","Decline","Decline",-0.0149989427384019,-0.0415752138081725,0.0115773283313688,0.0135595711346744,0.268660862071625,2,"Stable","Stable"
"1326",4139,"Varied","Stable","Stable","Stable","Stable","Stable","Varied","Varied","Stable","Stable",-0.00823054897494317,-0.013941123465524,-0.00251997448436232,0.002913611951865,0.00473011206510675,3,"Decline","Decline"
"1327",4140,"Varied","Stable","Stable","Varied","Stable","Stable","Stable","Stable","Stable","Stable",0.00921992706975098,-0.0239411692935966,0.0423810234330985,0.0169192376109551,0.585796502856471,2,"Stable","Stable"
"1328",4141,"Decline","Decline","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0327507743782309,-0.336098450667575,0.270596901911114,NA,0.401005825634191,1,"Stable","Stable"
"1329",4142,"Increase","Stable","Stable","Increase","Stable","Stable","Stable","Stable","Stable","Stable",0.0114555264190564,-0.0100279389422986,0.0329389917804113,NA,0.262245531508281,1,"Stable","Stable"
"1330",4143,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.000170915891406949,-0.00261340386756131,0.00227157208474741,0.00124619023381062,0.890911660182835,4,"Stable","Stable"
"1331",4144,"Varied","Varied","Varied","Decline","Varied","Varied","Stable","Stable","Stable","Stable",0.0596927843354868,-0.446367740417177,0.565753309088151,0.258198889747161,0.817167851278645,3,"Stable","Stable"
"1332",4145,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.211545665851964,-0.391691977034936,-0.0313993546689916,0.0919130721808887,0.0213586374448093,2,"Decline","Decline"
"1333",4146,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase",0.0880504401063904,0.0596893288143973,0.116411551398384,NA,4.10589321762188e-05,1,"Increase","Increase"
"1334",4147,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00131567649803837,-0.000615554941234297,0.00324690793731103,NA,0.175029914219439,1,"Stable","Stable"
"1335",4148,"Decline","Stable","Stable","Decline","Stable","Stable","Decline","Decline","Decline","Decline",-0.0118809836166099,-0.0157468926578828,-0.00801507457533707,NA,2.05616391766166e-06,1,"Decline","Decline"
"1336",4149,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.000336636360515739,-0.50639716111318,0.505723888392148,0.258198889747161,0.998959728762478,3,"Stable","Stable"
"1337",4150,"Decline","Decline","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.043296372934095,-0.978416652553036,0.891823906684846,NA,0.661462675884165,1,"Stable","Stable"
"1338",4152,"Decline","Decline","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0327560488092503,-0.0989458648436997,0.0334337672251991,NA,0.280211833398621,1,"Stable","Stable"
"1339",4153,"Increase","Stable","Stable","Increase","Stable","Stable","Stable","Stable","Stable","Stable",0.0133688014724519,-0.048379458347641,0.0751170612925449,NA,0.645585504711242,1,"Stable","Stable"
"1340",4156,"Stable","Stable","Stable","Stable","Stable","Stable","Increase","Increase","Increase","Increase",0.00411875048942008,0.00074070566619471,0.00749679531264545,NA,0.0201465222073835,1,"Increase","Increase"
"1341",4157,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.225530754627819,-0.669410003378853,0.218348494123216,NA,0.160369380085412,1,"Stable","Stable"
"1342",4158,"Decline","Varied","Stable","Decline","Varied","Stable","Decline","Decline","Decline","Decline",-0.0173857883498152,-0.0244481723045449,-0.0103234043950855,0.00360332333167185,1.40051373518494e-06,2,"Decline","Decline"
"1343",4160,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0239327462792526,0.0151143799583886,0.0327511126001166,0.00449924916499598,1.04181223591159e-07,2,"Increase","Increase"
"1344",4161,"Decline","Decline","Decline","Decline","Decline","Decline","Varied","Varied","Varied","Varied",-0.0929087299332948,-0.148876233668971,-0.0369412261976181,0.0285553735564231,0.0011393903505735,2,"Decline","Decline"
"1345",4162,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.147215131319427,NA,NA,NA,NA,1,"Stable","Stable"
"1346",4164,"Varied","Stable","Stable","Stable","Stable","Stable","Varied","Stable","Stable","Stable",0.000952500809353027,-0.0105248898877646,0.0124298915064707,0.00585591918405127,0.870789236153989,4,"Stable","Stable"
"1347",4165,"Stable","Stable","Stable","Stable","Stable","Stable","Decline","Decline","Decline","Decline",-0.00148486317167051,-0.00183164803115129,-0.00113807831218973,NA,6.81488882289143e-12,1,"Decline","Decline"
"1348",4166,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.143153369421697,-0.907009831678421,1.19331657052181,NA,0.333333333333219,1,"Stable","Stable"
"1349",4167,"Decline","Decline","Decline","Decline","Decline","Decline","Decline","Varied","Decline","Stable",-0.050581853952987,-0.088252257985624,-0.01291144992035,0.0192199470652401,0.00849494889464113,3,"Decline","Decline"
"1350",4169,"Varied","Varied","Varied","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.061715634552571,-0.207152753531309,0.0837214844261666,0.074203975239304,0.405576867605321,4,"Stable","Stable"
"1351",4171,"Decline","Decline","Stable","Decline","Decline","Stable","Decline","Stable","Decline","Stable",-0.0314361025126869,-0.0644305099523791,0.00155830492700517,NA,0.0603930248891039,1,"Decline","Stable"
"1352",4172,"Decline","Stable","Stable","Decline","Stable","Stable","Stable","Stable","Stable","Stable",-0.0129273514269712,-0.036009005019731,0.0101543021657886,NA,0.245793856195726,1,"Stable","Stable"
"1353",4173,"Decline","Decline","Stable","Decline","Decline","Stable","Decline","Decline","Decline","Decline",-0.0442017624471788,-0.0774901898368501,-0.0109133350575075,NA,0.0155351618361803,1,"Decline","Decline"
"1354",4174,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00614250488303547,-0.0132804643167071,0.025565474082778,NA,0.453204045090595,1,"Stable","Stable"
"1355",4175,"Varied","Varied","Stable","Varied","Varied","Stable","Stable","Stable","Stable","Stable",-0.00624284339778978,-0.0879528159327612,0.0754671291371816,0.0416895275522863,0.880964950135283,2,"Stable","Stable"
"1356",4177,"Varied","Varied","Varied","Varied","Varied","Varied","Increase","Varied","Increase","Varied",0.0316713178485433,-0.0234792579781148,0.0868218936752014,0.0281385659439045,0.260356720070895,2,"Stable","Stable"
"1357",4178,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00357929560245199,-0.0363591989672204,0.0435177901721244,0.0203771573787591,0.860567071460988,2,"Stable","Stable"
"1358",4179,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00155375526222939,-0.164319904854406,0.161212394329948,0.08304547985374,0.985072697354744,29,"Stable","Stable"
"1359",4183,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00204441551100189,-0.00244271135457201,0.00653154237657579,NA,0.307564711295917,1,"Stable","Stable"
"1360",4186,"Varied","Varied","Stable","Stable","Stable","Stable","Decline","Decline","Decline","Decline",-0.00962080096856957,-0.0132314897459542,-0.00601011219118497,0.00184222200298845,1.76628894102354e-07,3,"Decline","Decline"
"1361",4187,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00651605834457518,-0.0227479329479434,0.0097158162587931,NA,0.38167191650671,1,"Stable","Stable"
"1362",4188,"Stable","Stable","Stable","Stable","Stable","Stable","Decline","Decline","Decline","Decline",-0.00242874424033793,-0.00366598979023129,-0.00119149869044457,NA,0.000257754066430216,1,"Decline","Decline"
"1363",4189,"Varied","Varied","Stable","Varied","Varied","Stable","Varied","Varied","Varied","Varied",-0.0131548457274534,-0.0281574579299894,0.00184776647508255,0.00765453463475586,0.0856928852944017,4,"Decline","Stable"
"1364",4190,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0364301750638837,0.00231293217185508,0.0705474179559123,NA,0.0383113578957763,1,"Increase","Increase"
"1365",4191,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.0663711429277901,-0.0353599600954408,0.168102245951021,NA,0.144312018274376,1,"Stable","Stable"
"1366",4192,"Varied","Varied","Varied","Varied","Varied","Varied","Stable","Stable","Stable","Stable",-0.0364304410357866,-1.03462107847409,0.961760196402521,0.509290295797223,0.942974533110801,2,"Stable","Stable"
"1367",4193,"Varied","Varied","Stable","Varied","Varied","Stable","Stable","Stable","Stable","Stable",0.000421784352805804,-0.0294501710362036,0.0302937397418152,0.0152410736241255,0.977922009970836,2,"Stable","Stable"
"1368",4194,"Decline","Decline","Varied","Decline","Decline","Stable","Decline","Decline","Decline","Decline",-0.0297102578860546,-0.0686928940865802,0.00927237831447099,0.0198894655759063,0.135236127878251,3,"Stable","Stable"
"1369",4201,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.11060826122858,NA,NA,NA,NA,1,"Stable","Stable"
"1370",4205,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00138599853549061,-0.0100384568294351,0.00726645975845388,NA,0.734834254231244,1,"Stable","Stable"
"1371",4208,"Increase","Varied","Varied","Increase","Stable","Stable","Stable","Stable","Stable","Stable",0.034195296110286,-0.471865228642378,0.54025582086295,0.258198889747161,0.894638008138434,3,"Stable","Stable"
"1372",4211,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.0579520265361819,NA,NA,NA,NA,1,"Stable","Stable"
"1373",4214,"Decline","Decline","Stable","Decline","Decline","Stable","Decline","Decline","Decline","Decline",-0.0427973874944352,-0.0640921617384932,-0.0215026132503771,NA,0.0050572546131199,1,"Decline","Decline"
"1374",4215,"Decline","Decline","Stable","Decline","Decline","Stable","Decline","Decline","Decline","Decline",-0.0442689646972995,-0.0499864187943474,-0.0385515106002515,NA,2.71416013124239e-14,1,"Decline","Decline"
"1375",4230,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.230231639593631,-0.20802963069466,0.668492909881921,0.223606797749979,0.30318504485537,4,"Stable","Stable"
"1376",4231,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00683286355477569,-0.0383949801399311,0.0247292530303797,NA,0.636038278544089,1,"Stable","Stable"
"1377",4232,"Increase","Increase","Stable","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0333112727208064,NA,NA,NA,NA,1,"Stable","Stable"
"1378",4233,"Increase","Varied","Stable","Increase","Stable","Stable","Varied","Varied","Varied","Varied",0.0172017442329524,0.0103577054773129,0.0240457829885919,0.00349192067284116,8.38632662976295e-07,6,"Increase","Increase"
"1379",4239,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.0571009672309471,-0.101202581516803,0.215404515978697,NA,0.334236894931329,1,"Stable","Stable"
"1380",4243,"Varied","Varied","Varied","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.0788922873578289,-0.216003292933159,0.058218718217501,0.0699558801370046,0.259428271413025,15,"Stable","Stable"
"1381",4244,"Decline","Stable","Stable","Decline","Stable","Stable","Stable","Stable","Stable","Stable",-0.0193974000820639,NA,NA,NA,NA,1,"Stable","Stable"
"1382",4246,"Increase","Increase","Varied","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0565454383489002,-0.00189408963585446,0.114984966333655,0.0298166335941467,0.0579019677600798,3,"Increase","Stable"
"1383",4247,"Decline","Varied","Stable","Decline","Stable","Stable","Stable","Stable","Stable","Stable",-0.0294125149934328,-0.0448540322259691,-0.0139709977608966,0.00787846988737393,0.000189004100806614,9,"Decline","Decline"
"1384",4248,"Varied","Varied","Varied","Decline","Varied","Varied","Varied","Varied","Stable","Stable",0.0705149718431211,-0.0595210461906576,0.2005509898769,0.0663461262857309,0.287856875055192,3,"Stable","Stable"
"1385",4249,"Decline","Varied","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0270120445051985,-0.0417842144221113,-0.0122398745882858,0.00753695987958644,0.000338444271047868,22,"Decline","Decline"
"1386",4251,"Increase","Increase","Varied","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.0236537364582301,-0.0786908464832909,0.125998319399751,0.0522175834601054,0.650560171350819,8,"Stable","Stable"
"1387",4252,"Increase","Increase","Varied","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.0440907826565109,-0.0769368375338068,0.165118402846829,0.0617499204806661,0.475213766619127,4,"Stable","Stable"
"1388",4253,"Varied","Stable","Stable","Varied","Stable","Stable","Stable","Stable","Stable","Stable",-0.00939688371377032,-0.629191916018332,0.610398148590791,0.316227766016838,0.976293905950562,2,"Stable","Stable"
"1389",4254,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00839849191710807,-0.0124308996430649,0.029227883477281,NA,0.347485553781867,1,"Stable","Stable"
"1390",4255,"Decline","Decline","Stable","Decline","Decline","Stable","Stable","Stable","Stable","Stable",-0.0448068657433624,-0.256556651212412,0.166942919725687,NA,0.226685957478533,1,"Stable","Stable"
"1391",4258,"Decline","Varied","Stable","Decline","Stable","Stable","Decline","Varied","Decline","Stable",-0.0218400231567806,-0.051128528493728,0.00744848218016672,0.0149433895561201,0.143873516728157,3,"Stable","Stable"
"1392",4259,"Varied","Varied","Stable","Stable","Stable","Stable","Varied","Varied","Decline","Decline",-0.0128882187797193,-0.0324826736253588,0.00670623606592016,0.00999735454334775,0.19734145282918,15,"Stable","Stable"
"1393",4261,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00309470386135144,-0.00956780615743723,0.00337839843473435,NA,0.332955313112004,1,"Stable","Stable"
"1394",4262,"Stable","Stable","Stable","Stable","Stable","Stable","Decline","Stable","Decline","Stable",-0.00125823544273457,-0.00280090394542402,0.000284433059954882,NA,0.0612396210730584,1,"Decline","Stable"
